Dataset,Epsilon,Approach,Utility Metric,Utility
hair,2,ldp,calc_sample_distance,0.30718216352469196
hair,2,ldp,calc_sample_distance,0.308806404657933
hair,2,ldp,calc_sample_distance,0.3066993290020236
hair,2,ldp,calc_sample_distance,0.30714666098626053
hair,2,ldp,calc_sample_distance,0.3067863102211808
hair,2,ldp,calc_sample_distance,0.30564845386445133
hair,2,ldp,calc_sample_distance,0.30667980260588634
hair,2,ldp,calc_sample_distance,0.30704547875173077
hair,3,ldp,calc_sample_distance,0.3065040650406504
hair,3,ldp,calc_sample_distance,0.3056520041182944
hair,3,ldp,calc_sample_distance,0.30787446302410626
hair,3,ldp,calc_sample_distance,0.3071306848439664
hair,3,ldp,calc_sample_distance,0.306342528490787
hair,3,ldp,calc_sample_distance,0.305783363510491
hair,3,ldp,calc_sample_distance,0.3077182518550077
hair,3,ldp,calc_sample_distance,0.30619519295629644
hair,3,ldp,calc_sample_distance,0.3051531934533319
hair,3,ldp,calc_sample_distance,0.3076419213973799
hair,4,ldp,calc_sample_distance,0.30681826250576916
hair,4,ldp,calc_sample_distance,0.3062306954947279
hair,4,ldp,calc_sample_distance,0.30811765541236197
hair,4,ldp,calc_sample_distance,0.3074928107359677
hair,4,ldp,calc_sample_distance,0.3070064259594561
hair,4,ldp,calc_sample_distance,0.30855788688891256
hair,4,ldp,calc_sample_distance,0.3074555330706145
hair,4,ldp,calc_sample_distance,0.30686796605957317
hair,4,ldp,calc_sample_distance,0.3052597010686264
hair,4,ldp,calc_sample_distance,0.3072016899208293
hair,5,ldp,calc_sample_distance,0.305925373664217
hair,5,ldp,calc_sample_distance,0.3075851173358895
hair,5,ldp,calc_sample_distance,0.3070028757056129
hair,5,ldp,calc_sample_distance,0.3050165086803707
hair,5,ldp,calc_sample_distance,0.3080981290162247
hair,5,ldp,calc_sample_distance,0.3074040543898888
hair,5,ldp,calc_sample_distance,0.30810345439698933
hair,5,ldp,calc_sample_distance,0.30541946249156815
hair,5,ldp,calc_sample_distance,0.3068058366173182
hair,5,ldp,calc_sample_distance,0.30754783967053645
hair,1,ldp,mean_error,0.2216902758547236
hair,1,ldp,mean_error,0.21966308091028508
hair,1,ldp,mean_error,0.21978733979479528
hair,1,ldp,mean_error,0.22054176873646464
hair,1,ldp,mean_error,0.22098732559377995
hair,1,ldp,mean_error,0.22067312812866122
hair,1,ldp,mean_error,0.22066602762097492
hair,1,ldp,mean_error,0.2199257996946782
hair,1,ldp,mean_error,0.22027904995207157
hair,1,ldp,mean_error,0.21943941491816665
hair,2,ldp,mean_error,0.22081336315546557
hair,2,ldp,mean_error,0.22012638903681617
hair,2,ldp,mean_error,0.22036425604430718
hair,2,ldp,mean_error,0.22080271239393617
hair,2,ldp,mean_error,0.2194802428373629
hair,2,ldp,mean_error,0.2204246103596407
hair,2,ldp,mean_error,0.2203624809173856
hair,2,ldp,mean_error,0.21871693826108565
hair,2,ldp,mean_error,0.22051869208648417
hair,2,ldp,mean_error,0.21967373167181456
hair,3,ldp,mean_error,0.21978556466787375
hair,3,ldp,mean_error,0.2192246245606561
hair,3,ldp,mean_error,0.22107430681293716
hair,3,ldp,mean_error,0.22001455604075693
hair,3,ldp,mean_error,0.22001100578691377
hair,3,ldp,mean_error,0.21912521745304792
hair,3,ldp,mean_error,0.22056662051336673
hair,3,ldp,mean_error,0.21944119004508825
hair,3,ldp,mean_error,0.21812227074235807
hair,3,ldp,mean_error,0.22126069513970248
hair,4,ldp,mean_error,0.22049384030958213
hair,4,ldp,mean_error,0.21999857989846272
hair,4,ldp,mean_error,0.2212890971704477
hair,4,ldp,mean_error,0.21992224944083502
hair,4,ldp,mean_error,0.2205293428480136
hair,4,ldp,mean_error,0.2217683814392729
hair,4,ldp,mean_error,0.2198956225370114
hair,4,ldp,mean_error,0.21998615401001176
hair,4,ldp,mean_error,0.21846664536514357
hair,4,ldp,mean_error,0.22064295097099443
hair,5,ldp,mean_error,0.21856427734583023
hair,5,ldp,mean_error,0.2205293428480136
hair,5,ldp,mean_error,0.2197908900486385
hair,5,ldp,mean_error,0.21856072709198707
hair,5,ldp,mean_error,0.2214612844818404
hair,5,ldp,mean_error,0.22076365960166153
hair,5,ldp,mean_error,0.2196914829410303
hair,5,ldp,mean_error,0.218736464657223
hair,5,ldp,mean_error,0.22031100223665992
hair,5,ldp,mean_error,0.22075123371321048
hair,1,ldp,variance_error,0.24316028804392847
hair,1,ldp,variance_error,0.2407307901681637
hair,1,ldp,variance_error,0.2407491331463533
hair,1,ldp,variance_error,0.24201618915752476
hair,1,ldp,variance_error,0.24171870747091753
hair,1,ldp,variance_error,0.24219512195121953
hair,1,ldp,variance_error,0.24177199086401344
hair,1,ldp,variance_error,0.24081274186104307
hair,1,ldp,variance_error,0.2417700382243997
hair,1,ldp,variance_error,0.24072794996508914
hair,2,ldp,variance_error,0.24279514443616051
hair,2,ldp,variance_error,0.24097560975609755
hair,2,ldp,variance_error,0.24125850581649919
hair,2,ldp,variance_error,0.2418767529378351
hair,2,ldp,variance_error,0.24113193926699092
hair,2,ldp,variance_error,0.24093714867279675
hair,2,ldp,variance_error,0.2418456290458101
hair,2,ldp,variance_error,0.24044301250872774
hair,2,ldp,variance_error,0.24146267499792906
hair,2,ldp,variance_error,0.24155001124247052
hair,3,ldp,variance_error,0.24208518242387664
hair,3,ldp,variance_error,0.24078620371356554
hair,3,ldp,variance_error,0.24271115134732135
hair,3,ldp,variance_error,0.24170805670938803
hair,3,ldp,variance_error,0.2415032662335357
hair,3,ldp,variance_error,0.2400726618619898
hair,3,ldp,variance_error,0.24119495627270685
hair,3,ldp,variance_error,0.24030129820948865
hair,3,ldp,variance_error,0.23992251570987322
hair,3,ldp,variance_error,0.2430620051833706
hair,4,ldp,variance_error,0.24125965964899826
hair,4,ldp,variance_error,0.24132205536029158
hair,4,ldp,variance_error,0.24248094697104175
hair,4,ldp,variance_error,0.2418134992485296
hair,4,ldp,variance_error,0.24195580525674254
hair,4,ldp,variance_error,0.24385915551295254
hair,4,ldp,variance_error,0.24155329522727542
hair,4,ldp,variance_error,0.24188113158424157
hair,4,ldp,variance_error,0.24031748144992365
hair,4,ldp,variance_error,0.24189852782807303
hair,5,ldp,variance_error,0.23988367001573943
hair,5,ldp,variance_error,0.24185024437580618
hair,5,ldp,variance_error,0.24162817599791722
hair,5,ldp,variance_error,0.23948308304043744
hair,5,ldp,variance_error,0.24257854936627965
hair,5,ldp,variance_error,0.24161462586241583
hair,5,ldp,variance_error,0.24175213902794046
hair,5,ldp,variance_error,0.239692281748145
hair,5,ldp,variance_error,0.2421005076862996
hair,5,ldp,variance_error,0.24167435888332683
lactose,1,ldp,point_error,0.22237010963223702
lactose,1,ldp,point_error,0.22245994206724598
lactose,1,ldp,point_error,0.22164045026216406
lactose,1,ldp,point_error,0.2208741245920874
lactose,1,ldp,point_error,0.221689949767169
lactose,1,ldp,point_error,0.2220291130422029
lactose,1,ldp,point_error,0.22324276757232428
lactose,1,ldp,point_error,0.22260477395226047
lactose,1,ldp,point_error,0.22155245114215524
lactose,1,ldp,point_error,0.22285043816228503
lactose,2,ldp,point_error,0.22210244564221024
lactose,2,ldp,point_error,0.22192278077219227
lactose,2,ldp,point_error,0.22216111172221611
lactose,2,ldp,point_error,0.22125362079712535
lactose,2,ldp,point_error,0.2225717742822572
lactose,2,ldp,point_error,0.22232977670223297
lactose,2,ldp,point_error,0.22180911524218092
lactose,2,ldp,point_error,0.22366626333736664
lactose,2,ldp,point_error,0.22258644080225864
lactose,2,ldp,point_error,0.22096579034209657
lactose,3,ldp,point_error,0.22289260440728925
lactose,3,ldp,point_error,0.22196861364719686
lactose,3,ldp,point_error,0.22309243574230925
lactose,3,ldp,point_error,0.22197044696219703
lactose,3,ldp,point_error,0.22188244784218825
lactose,3,ldp,point_error,0.22220327796722034
lactose,3,ldp,point_error,0.22162945037216294
lactose,3,ldp,point_error,0.22294577054229459
lactose,3,ldp,point_error,0.222679939867268
lactose,3,ldp,point_error,0.2228651046822865
lactose,4,ldp,point_error,0.22253877461225388
lactose,4,ldp,point_error,0.2231529351373153
lactose,4,ldp,point_error,0.2231291020423129
lactose,4,ldp,point_error,0.2227331060022733
lactose,4,ldp,point_error,0.22150845158215085
lactose,4,ldp,point_error,0.22192644740219264
lactose,4,ldp,point_error,0.2218109485571811
lactose,4,ldp,point_error,0.22171011623217102
lactose,4,ldp,point_error,0.22251860814725186
lactose,4,ldp,point_error,0.22226561067722655
lactose,5,ldp,point_error,0.22254244124225425
lactose,5,ldp,point_error,0.2225589410772559
lactose,5,ldp,point_error,0.22209877901220987
lactose,5,ldp,point_error,0.2234150991823415
lactose,5,ldp,point_error,0.22254244124225425
lactose,5,ldp,point_error,0.22220144465222014
lactose,5,ldp,point_error,0.2217431159021743
lactose,5,ldp,point_error,0.22260660726726067
lactose,5,ldp,point_error,0.2216459502071646
lactose,5,ldp,point_error,0.2219759469071976
lactose,1,ldp,calc_sample_distance,0.3085597477358559
lactose,1,ldp,calc_sample_distance,0.3088934110658893
lactose,1,ldp,calc_sample_distance,0.3081674183258168
lactose,1,ldp,calc_sample_distance,0.3070710959557071
lactose,1,ldp,calc_sample_distance,0.30807575257580755
lactose,1,ldp,calc_sample_distance,0.30918124152091814
lactose,1,ldp,calc_sample_distance,0.3104957283760496
lactose,1,ldp,calc_sample_distance,0.3088530781358853
lactose,1,ldp,calc_sample_distance,0.3077420892457742
lactose,1,ldp,calc_sample_distance,0.3091482418509147
lactose,2,ldp,calc_sample_distance,0.30891907747589187
lactose,2,ldp,calc_sample_distance,0.3080665860008066
lactose,2,ldp,calc_sample_distance,0.3081820848458182
lactose,2,ldp,calc_sample_distance,0.30795658710079565
lactose,2,ldp,calc_sample_distance,0.3092362409709236
lactose,2,ldp,calc_sample_distance,0.30898141018589814
lactose,2,ldp,calc_sample_distance,0.3084864151358486
lactose,2,ldp,calc_sample_distance,0.31104755619110475
lactose,2,ldp,calc_sample_distance,0.30893191068089315
lactose,2,ldp,calc_sample_distance,0.30722509441572254
lactose,3,ldp,calc_sample_distance,0.309940233930994
lactose,3,ldp,calc_sample_distance,0.3084002493308401
lactose,3,ldp,calc_sample_distance,0.3097990686759799
lactose,3,ldp,calc_sample_distance,0.30866974663586694
lactose,3,ldp,calc_sample_distance,0.3088824111758882
lactose,3,ldp,calc_sample_distance,0.30869541304586945
lactose,3,ldp,calc_sample_distance,0.3079382539507938
lactose,3,ldp,calc_sample_distance,0.3100960657060095
lactose,3,ldp,calc_sample_distance,0.30914274190591423
lactose,3,ldp,calc_sample_distance,0.31024639753602473
lactose,4,ldp,calc_sample_distance,0.3090730759359073
lactose,4,ldp,calc_sample_distance,0.3100978990210097
lactose,4,ldp,calc_sample_distance,0.3101345653210135
lactose,4,ldp,calc_sample_distance,0.3091665750009167
lactose,4,ldp,calc_sample_distance,0.3075770908957577
lactose,4,ldp,calc_sample_distance,0.30827558391082754
lactose,4,ldp,calc_sample_distance,0.30795475378579545
lactose,4,ldp,calc_sample_distance,0.30814175191581417
lactose,4,ldp,calc_sample_distance,0.3092307410259231
lactose,4,ldp,calc_sample_distance,0.30911524218091163
lactose,5,ldp,calc_sample_distance,0.3090455762109046
lactose,5,ldp,calc_sample_distance,0.30856891431085687
lactose,5,ldp,calc_sample_distance,0.30846441535584646
lactose,5,ldp,calc_sample_distance,0.31061306053606136
lactose,5,ldp,calc_sample_distance,0.3094965717009497
lactose,5,ldp,calc_sample_distance,0.3091005756609101
lactose,5,ldp,calc_sample_distance,0.3085249147508525
lactose,5,ldp,calc_sample_distance,0.30919590804091956
lactose,5,ldp,calc_sample_distance,0.30789058776078904
lactose,5,ldp,calc_sample_distance,0.3081509184908151
lactose,1,ldp,mean_error,0.22017196494701716
lactose,1,ldp,mean_error,0.21972830271697283
lactose,1,ldp,mean_error,0.2192919737469292
lactose,1,ldp,mean_error,0.2190206431269021
lactose,1,ldp,mean_error,0.21944597220694462
lactose,1,ldp,mean_error,0.2211491218421149
lactose,1,ldp,mean_error,0.2209529571370953
lactose,1,ldp,mean_error,0.22054596120705458
lactose,1,ldp,mean_error,0.21928830711692882
lactose,1,ldp,mean_error,0.2205257947420526
lactose,2,ldp,mean_error,0.22010963223701097
lactose,2,ldp,mean_error,0.21863748029186372
lactose,2,ldp,mean_error,0.21917830821691783
lactose,2,ldp,mean_error,0.220129798702013
lactose,2,ldp,mean_error,0.22048912844204893
lactose,2,ldp,mean_error,0.21958530414695854
lactose,2,ldp,mean_error,0.22049096175704913
lactose,2,ldp,mean_error,0.22135445312213545
lactose,2,ldp,mean_error,0.22015179848201516
lactose,2,ldp,mean_error,0.2189546437868955
lactose,3,ldp,mean_error,0.2215671176621567
lactose,3,ldp,mean_error,0.21941480585194148
lactose,3,ldp,mean_error,0.22035162981703516
lactose,3,ldp,mean_error,0.22080629193708062
lactose,3,ldp,mean_error,0.22023429765702343
lactose,3,ldp,mean_error,0.21954863784695486
lactose,3,ldp,mean_error,0.21939280607193928
lactose,3,ldp,mean_error,0.2214369522971437
lactose,3,ldp,mean_error,0.21977230227697722
lactose,3,ldp,mean_error,0.2217742822571774
lactose,4,ldp,mean_error,0.22121328786712133
lactose,4,ldp,mean_error,0.2206981263520698
lactose,4,ldp,mean_error,0.22160378396216038
lactose,4,ldp,mean_error,0.21929747369192976
lactose,4,ldp,mean_error,0.21846698199684672
lactose,4,ldp,mean_error,0.21928280717192827
lactose,4,ldp,mean_error,0.21986763465698675
lactose,4,ldp,mean_error,0.21980530194698053
lactose,4,ldp,mean_error,0.2201169654970117
lactose,4,ldp,mean_error,0.22064312690206433
lactose,5,ldp,mean_error,0.2199648003519965
lactose,5,ldp,mean_error,0.21961280387196128
lactose,5,ldp,mean_error,0.22055329446705535
lactose,5,ldp,mean_error,0.2222179444872218
lactose,5,ldp,mean_error,0.22196311370219632
lactose,5,ldp,mean_error,0.21983280167198327
lactose,5,ldp,mean_error,0.220610127232061
lactose,5,ldp,mean_error,0.21953947127195397
lactose,5,ldp,mean_error,0.21837714956183774
lactose,5,ldp,mean_error,0.2199208007919921
lactose,1,ldp,variance_error,0.21488373727373838
lactose,1,ldp,variance_error,0.21470755570222078
lactose,1,ldp,variance_error,0.21485373201823538
lactose,1,ldp,variance_error,0.21342667962209266
lactose,1,ldp,variance_error,0.21391843581564185
lactose,1,ldp,variance_error,0.216619978244662
lactose,1,ldp,variance_error,0.2152609112797761
lactose,1,ldp,variance_error,0.2151351458707635
lactose,1,ldp,variance_error,0.21528902210977888
lactose,1,ldp,variance_error,0.21519573693151958
lactose,2,ldp,variance_error,0.2152537002407754
lactose,2,ldp,variance_error,0.21454387122795437
lactose,2,ldp,variance_error,0.21443475843019347
lactose,2,ldp,variance_error,0.21541341253254137
lactose,2,ldp,variance_error,0.21547537857954754
lactose,2,ldp,variance_error,0.21522662828927266
lactose,2,ldp,variance_error,0.21580986690133097
lactose,2,ldp,variance_error,0.21589306884708928
lactose,2,ldp,variance_error,0.21549468949754946
lactose,2,ldp,variance_error,0.21465567288771556
lactose,3,ldp,variance_error,0.21652855693665288
lactose,3,ldp,variance_error,0.2145368435204537
lactose,3,ldp,variance_error,0.21537005463278702
lactose,3,ldp,variance_error,0.2156868514648187
lactose,3,ldp,variance_error,0.21574264535132426
lactose,3,ldp,variance_error,0.21507562424375756
lactose,3,ldp,variance_error,0.21454503232745453
lactose,3,ldp,variance_error,0.21661072000391107
lactose,3,ldp,variance_error,0.21491588139674156
lactose,3,ldp,variance_error,0.21696839976044685
lactose,4,ldp,variance_error,0.21471617228272163
lactose,4,ldp,variance_error,0.215979967978098
lactose,4,ldp,variance_error,0.21649103508964912
lactose,4,ldp,variance_error,0.21473013603197302
lactose,4,ldp,variance_error,0.2136352497586135
lactose,4,ldp,variance_error,0.21495367824099537
lactose,4,ldp,variance_error,0.2148650374607365
lactose,4,ldp,variance_error,0.21469185030371918
lactose,4,ldp,variance_error,0.21520090076877008
lactose,4,ldp,variance_error,0.21573503709407352
lactose,5,ldp,variance_error,0.21474871362397488
lactose,5,ldp,variance_error,0.2148967232549897
lactose,5,ldp,variance_error,0.21555766386780578
lactose,5,ldp,variance_error,0.21726056906097604
lactose,5,ldp,variance_error,0.21665633899216563
lactose,5,ldp,variance_error,0.21484325156748432
lactose,5,ldp,variance_error,0.21622569329862257
lactose,5,ldp,variance_error,0.21542300688104232
lactose,5,ldp,variance_error,0.21485406812598543
lactose,5,ldp,variance_error,0.2145470489739547
eye,1,ldp,point_error,0.22225804343908506
eye,1,ldp,point_error,0.22210918681602798
eye,1,ldp,point_error,0.22207274109415853
eye,1,ldp,point_error,0.22222203682229838
eye,1,ldp,point_error,0.2220824892269959
eye,1,ldp,point_error,0.22225172032589324
eye,1,ldp,point_error,0.22225224725199258
eye,1,ldp,point_error,0.2221383433935235
eye,1,ldp,point_error,0.22214659856907948
eye,1,ldp,point_error,0.22211111887839213
eye,2,ldp,point_error,0.22220939059591477
eye,2,ldp,point_error,0.22248110882112931
eye,2,ldp,point_error,0.22232812461029425
eye,2,ldp,point_error,0.22237168383450445
eye,2,ldp,point_error,0.2224840947356921
eye,2,ldp,point_error,0.2220793276704
eye,2,ldp,point_error,0.2222484709482808
eye,2,ldp,point_error,0.22206712054909916
eye,2,ldp,point_error,0.22207555136668822
eye,2,ldp,point_error,0.22225242289402566
eye,3,ldp,point_error,0.22199018933859885
eye,3,ldp,point_error,0.2220838065422442
eye,3,ldp,point_error,0.22226067806958164
eye,3,ldp,point_error,0.22228482884913367
eye,3,ldp,point_error,0.22230608153513948
eye,3,ldp,point_error,0.2221640749513735
eye,3,ldp,point_error,0.2221215695793619
eye,3,ldp,point_error,0.22220552647118644
eye,3,ldp,point_error,0.22225207160995947
eye,3,ldp,point_error,0.22229536737112002
eye,4,ldp,point_error,0.22227692495764392
eye,4,ldp,point_error,0.2222868487325144
eye,4,ldp,point_error,0.22221632845622244
eye,4,ldp,point_error,0.22215116526194023
eye,4,ldp,point_error,0.22232505087471488
eye,4,ldp,point_error,0.22214598382196363
eye,4,ldp,point_error,0.2222240567056791
eye,4,ldp,point_error,0.22234726959190276
eye,4,ldp,point_error,0.22210997720517694
eye,4,ldp,point_error,0.22224004013069174
eye,5,ldp,point_error,0.22258148824304924
eye,5,ldp,point_error,0.22214045109792077
eye,5,ldp,point_error,0.2223503433274821
eye,5,ldp,point_error,0.22235991581828637
eye,5,ldp,point_error,0.2222259009470267
eye,5,ldp,point_error,0.22230634499818913
eye,5,ldp,point_error,0.2221348305528614
eye,5,ldp,point_error,0.2221454568958643
eye,5,ldp,point_error,0.22258104913796647
eye,5,ldp,point_error,0.22222045604400043
eye,1,ldp,calc_sample_distance,0.31118832725202067
eye,1,ldp,calc_sample_distance,0.3109821235051546
eye,1,ldp,calc_sample_distance,0.31083467201836235
eye,1,ldp,calc_sample_distance,0.31097158498316824
eye,1,ldp,calc_sample_distance,0.3107657325203684
eye,1,ldp,calc_sample_distance,0.3112264415732046
eye,1,ldp,calc_sample_distance,0.31110076969851747
eye,1,ldp,calc_sample_distance,0.31084204898375273
eye,1,ldp,calc_sample_distance,0.31088991143777406
eye,1,ldp,calc_sample_distance,0.31092978217928907
eye,2,ldp,calc_sample_distance,0.3110838202423228
eye,2,ldp,calc_sample_distance,0.3114181548523395
eye,2,ldp,calc_sample_distance,0.3111285211397482
eye,2,ldp,calc_sample_distance,0.3111359859261552
eye,2,ldp,calc_sample_distance,0.3115126502661503
eye,2,ldp,calc_sample_distance,0.31092855268505737
eye,2,ldp,calc_sample_distance,0.3111205294272419
eye,2,ldp,calc_sample_distance,0.31079084933110246
eye,2,ldp,calc_sample_distance,0.31094567778328513
eye,2,ldp,calc_sample_distance,0.3112341698226613
eye,3,ldp,calc_sample_distance,0.3107463240757101
eye,3,ldp,calc_sample_distance,0.31093470015621605
eye,3,ldp,calc_sample_distance,0.311051765571281
eye,3,ldp,calc_sample_distance,0.3111445045647608
eye,3,ldp,calc_sample_distance,0.3111773496249516
eye,3,ldp,calc_sample_distance,0.3109254789494779
eye,3,ldp,calc_sample_distance,0.31085249968472256
eye,3,ldp,calc_sample_distance,0.3110742477515185
eye,3,ldp,calc_sample_distance,0.3110457937421554
eye,3,ldp,calc_sample_distance,0.31110419471816303
eye,4,ldp,calc_sample_distance,0.31110507292832856
eye,4,ldp,calc_sample_distance,0.3111319461593937
eye,4,ldp,calc_sample_distance,0.31114749047932355
eye,4,ldp,calc_sample_distance,0.31101084097756737
eye,4,ldp,calc_sample_distance,0.3112518218469884
eye,4,ldp,calc_sample_distance,0.3109591143988178
eye,4,ldp,calc_sample_distance,0.31113273654854273
eye,4,ldp,calc_sample_distance,0.31117120215379285
eye,4,ldp,calc_sample_distance,0.3109826504312539
eye,4,ldp,calc_sample_distance,0.31107617981388264
eye,5,ldp,calc_sample_distance,0.3115836096475251
eye,5,ldp,calc_sample_distance,0.3110221698887027
eye,5,ldp,calc_sample_distance,0.31128370087599705
eye,5,ldp,calc_sample_distance,0.3112448839866807
eye,5,ldp,calc_sample_distance,0.31099204728002505
eye,5,ldp,calc_sample_distance,0.31116900662837904
eye,5,ldp,calc_sample_distance,0.3109787863065256
eye,5,ldp,calc_sample_distance,0.31100767942097146
eye,5,ldp,calc_sample_distance,0.31157509100891945
eye,5,ldp,calc_sample_distance,0.31113361475870827
eye,1,ldp,mean_error,0.23249946692642953
eye,1,ldp,mean_error,0.2324265754826907
eye,1,ldp,mean_error,0.23219024912714695
eye,1,ldp,mean_error,0.23243254731181628
eye,1,ldp,mean_error,0.23203331297056695
eye,1,ldp,mean_error,0.23239425734859923
eye,1,ldp,mean_error,0.23244598392734886
eye,1,ldp,mean_error,0.23224399558927725
eye,1,ldp,mean_error,0.23234507757932962
eye,1,ldp,mean_error,0.23253090685035546
eye,2,ldp,mean_error,0.2325244080951305
eye,2,ldp,mean_error,0.2326258413692491
eye,2,ldp,mean_error,0.23257244619118494
eye,2,ldp,mean_error,0.2321880536017331
eye,2,ldp,mean_error,0.23269504433029273
eye,2,ldp,mean_error,0.2322677950847631
eye,2,ldp,mean_error,0.23248664505801278
eye,2,ldp,mean_error,0.23206598238872464
eye,2,ldp,mean_error,0.23244141723448808
eye,2,ldp,mean_error,0.23257815455726089
eye,3,ldp,mean_error,0.23232303450417482
eye,3,ldp,mean_error,0.2322618232556375
eye,3,ldp,mean_error,0.23252273949581603
eye,3,ldp,mean_error,0.2325371421425307
eye,3,ldp,mean_error,0.23232865504923422
eye,3,ldp,mean_error,0.2320755548795289
eye,3,ldp,mean_error,0.232222830724288
eye,3,ldp,mean_error,0.23261846440385867
eye,3,ldp,mean_error,0.23263198884040778
eye,3,ldp,mean_error,0.2323029234913842
eye,4,ldp,mean_error,0.2322927362534641
eye,4,ldp,mean_error,0.23254408000283835
eye,4,ldp,mean_error,0.23247373536857954
eye,4,ldp,mean_error,0.23251606509855802
eye,4,ldp,mean_error,0.2326072233137399
eye,4,ldp,mean_error,0.23235192761862072
eye,4,ldp,mean_error,0.23246793918148706
eye,4,ldp,mean_error,0.2326583351453736
eye,4,ldp,mean_error,0.23239548684283096
eye,4,ldp,mean_error,0.23250218937794268
eye,5,ldp,mean_error,0.2325670012881587
eye,5,ldp,mean_error,0.23246451416184147
eye,5,ldp,mean_error,0.23272007332001032
eye,5,ldp,mean_error,0.23249296817120463
eye,5,ldp,mean_error,0.2322482109980718
eye,5,ldp,mean_error,0.23261609323641172
eye,5,ldp,mean_error,0.23227288870372317
eye,5,ldp,mean_error,0.23253327801780238
eye,5,ldp,mean_error,0.23275959277745908
eye,5,ldp,mean_error,0.23255312556754332
eye,1,ldp,variance_error,0.25498179083125966
eye,1,ldp,variance_error,0.2548234335510478
eye,1,ldp,variance_error,0.25469841934846216
eye,1,ldp,variance_error,0.2548227375530662
eye,1,ldp,variance_error,0.2545742062662719
eye,1,ldp,variance_error,0.25525868370729493
eye,1,ldp,variance_error,0.2550734203452636
eye,1,ldp,variance_error,0.2546193462687801
eye,1,ldp,variance_error,0.2546701790880072
eye,1,ldp,variance_error,0.25498724624652735
eye,2,ldp,variance_error,0.2550744632472107
eye,2,ldp,variance_error,0.2550917028850686
eye,2,ldp,variance_error,0.25490070202929244
eye,2,ldp,variance_error,0.2546217382417048
eye,2,ldp,variance_error,0.25526990946706163
eye,2,ldp,variance_error,0.2547158836854796
eye,2,ldp,variance_error,0.2548918301355753
eye,2,ldp,variance_error,0.2547119560492929
eye,2,ldp,variance_error,0.2549172723877823
eye,2,ldp,variance_error,0.25505407475504865
eye,3,ldp,variance_error,0.25477818536005536
eye,3,ldp,variance_error,0.25484735941243525
eye,3,ldp,variance_error,0.2548673703399277
eye,3,ldp,variance_error,0.2550439361362449
eye,3,ldp,variance_error,0.2548537026740897
eye,3,ldp,variance_error,0.2544324158404694
eye,3,ldp,variance_error,0.25457165222962597
eye,3,ldp,variance_error,0.25510016129729135
eye,3,ldp,variance_error,0.2550171995643177
