Dataset,Epsilon,Approach,MIAMethod,MIAResult,Group
hair,5.0,ldp,random_forest,0.5833333333333334,7
hair,5.0,ldp,random_forest,0.5,8
hair,5.0,ldp,random_forest,0.5833333333333334,9
hair,10.0,ldp,random_forest,0.5,0
hair,10.0,ldp,random_forest,0.6666666666666666,1
hair,10.0,ldp,random_forest,0.5,2
hair,10.0,ldp,random_forest,0.5,3
hair,10.0,ldp,random_forest,0.5833333333333334,4
hair,10.0,ldp,random_forest,0.6666666666666666,5
hair,10.0,ldp,random_forest,0.5833333333333334,6
hair,10.0,ldp,random_forest,0.5833333333333334,7
hair,10.0,ldp,random_forest,0.75,8
hair,50.0,ldp,random_forest,0.6666666666666666,0
hair,50.0,ldp,random_forest,0.5833333333333334,1
hair,10.0,ldp,random_forest,0.5,9
hair,50.0,ldp,random_forest,0.6666666666666666,2
hair,50.0,ldp,random_forest,0.6666666666666666,3
hair,50.0,ldp,random_forest,0.6666666666666666,4
hair,50.0,ldp,random_forest,0.6666666666666666,5
hair,50.0,ldp,random_forest,0.6666666666666666,6
hair,50.0,ldp,random_forest,0.6666666666666666,7
hair,50.0,ldp,random_forest,0.6666666666666666,8
hair,50.0,ldp,random_forest,0.6666666666666666,9
hair,100.0,ldp,random_forest,0.6666666666666666,0
hair,100.0,ldp,random_forest,0.6666666666666666,1
hair,100.0,ldp,random_forest,0.6666666666666666,2
hair,100.0,ldp,random_forest,0.6666666666666666,3
hair,100.0,ldp,random_forest,0.6666666666666666,4
hair,100.0,ldp,random_forest,0.6666666666666666,5
hair,100.0,ldp,random_forest,0.75,6
hair,100.0,ldp,random_forest,0.75,7
hair,100.0,ldp,random_forest,0.6666666666666666,8
hair,100.0,ldp,random_forest,0.6666666666666666,9
hair,0.01,ldp,svm,0.0,0
hair,0.01,ldp,svm,0.0,1
hair,0.01,ldp,svm,0.0,2
hair,0.01,ldp,svm,0.0,3
hair,0.01,ldp,svm,0.0,4
hair,0.01,ldp,svm,0.0,5
hair,0.01,ldp,svm,0.0,6
hair,0.01,ldp,svm,0.0,7
hair,0.01,ldp,svm,0.0,8
hair,0.01,ldp,svm,0.0,9
hair,0.05,ldp,svm,0.0,0
hair,0.05,ldp,svm,0.0,1
hair,0.05,ldp,svm,0.0,2
hair,0.05,ldp,svm,0.0,3
hair,0.05,ldp,svm,0.0,4
hair,0.05,ldp,svm,0.0,5
hair,0.05,ldp,svm,0.0,6
hair,0.05,ldp,svm,0.0,7
hair,0.05,ldp,svm,0.0,8
hair,0.05,ldp,svm,0.0,9
hair,0.1,ldp,svm,0.0,0
hair,0.1,ldp,svm,0.0,1
hair,0.1,ldp,svm,0.0,2
hair,0.1,ldp,svm,0.0,3
hair,0.1,ldp,svm,0.0,4
hair,0.1,ldp,svm,0.0,5
hair,0.1,ldp,svm,0.0,6
hair,0.1,ldp,svm,0.0,7
hair,0.1,ldp,svm,0.0,8
hair,0.1,ldp,svm,0.0,9
hair,0.5,ldp,svm,0.0,0
hair,0.5,ldp,svm,0.0,1
hair,0.5,ldp,svm,0.0,2
hair,0.5,ldp,svm,0.0,3
hair,0.5,ldp,svm,0.0,4
hair,0.5,ldp,svm,0.0,5
hair,0.5,ldp,svm,0.0,6
hair,0.5,ldp,svm,0.0,7
hair,0.5,ldp,svm,0.0,8
hair,0.5,ldp,svm,0.0,9
hair,1.0,ldp,svm,0.0,0
hair,1.0,ldp,svm,0.0,1
hair,1.0,ldp,svm,0.0,2
hair,1.0,ldp,svm,0.0,3
hair,1.0,ldp,svm,0.0,4
hair,1.0,ldp,svm,0.0,5
hair,1.0,ldp,svm,0.0,6
hair,1.0,ldp,svm,0.0,7
hair,1.0,ldp,svm,0.0,8
hair,1.0,ldp,svm,0.0,9
hair,5.0,ldp,svm,0.5833333333333334,0
hair,5.0,ldp,svm,0.5833333333333334,1
hair,5.0,ldp,svm,0.5833333333333334,2
hair,5.0,ldp,svm,0.5833333333333334,3
hair,5.0,ldp,svm,0.6666666666666666,4
hair,5.0,ldp,svm,0.5833333333333334,5
hair,5.0,ldp,svm,0.5833333333333334,6
hair,10.0,ldp,svm,0.6666666666666666,0
hair,5.0,ldp,svm,0.5833333333333334,7
hair,5.0,ldp,svm,0.5833333333333334,8
hair,5.0,ldp,svm,0.6666666666666666,9
hair,10.0,ldp,svm,0.6666666666666666,1
hair,10.0,ldp,svm,0.6666666666666666,2
hair,10.0,ldp,svm,0.6666666666666666,3
hair,10.0,ldp,svm,0.6666666666666666,4
hair,10.0,ldp,svm,0.6666666666666666,5
hair,10.0,ldp,svm,0.6666666666666666,6
hair,10.0,ldp,svm,0.6666666666666666,7
hair,10.0,ldp,svm,0.6666666666666666,8
hair,50.0,ldp,svm,0.6666666666666666,0
hair,50.0,ldp,svm,0.6666666666666666,1
hair,50.0,ldp,svm,0.6666666666666666,2
hair,10.0,ldp,svm,0.6666666666666666,9
hair,50.0,ldp,svm,0.6666666666666666,3
hair,50.0,ldp,svm,0.6666666666666666,4
hair,50.0,ldp,svm,0.6666666666666666,5
hair,50.0,ldp,svm,0.6666666666666666,6
hair,50.0,ldp,svm,0.6666666666666666,7
hair,50.0,ldp,svm,0.6666666666666666,8
hair,50.0,ldp,svm,0.6666666666666666,9
hair,100.0,ldp,svm,0.6666666666666666,0
hair,100.0,ldp,svm,0.6666666666666666,1
hair,100.0,ldp,svm,0.6666666666666666,2
hair,100.0,ldp,svm,0.6666666666666666,3
hair,100.0,ldp,svm,0.6666666666666666,4
hair,100.0,ldp,svm,0.6666666666666666,5
hair,100.0,ldp,svm,0.6666666666666666,6
hair,100.0,ldp,svm,0.6666666666666666,7
hair,100.0,ldp,svm,0.6666666666666666,8
hair,100.0,ldp,svm,0.6666666666666666,9
lactose,0.01,ldp,hamming_distance,0.9166666666666666,0
lactose,0.01,ldp,hamming_distance,0.9166666666666666,1
lactose,0.01,ldp,hamming_distance,0.8333333333333334,2
lactose,0.01,ldp,hamming_distance,0.8333333333333334,3
lactose,0.01,ldp,hamming_distance,0.9166666666666666,4
lactose,0.01,ldp,hamming_distance,0.8333333333333334,5
lactose,0.05,ldp,hamming_distance,0.8333333333333334,0
lactose,0.05,ldp,hamming_distance,0.8333333333333334,1
lactose,0.01,ldp,hamming_distance,0.9166666666666666,6
lactose,0.05,ldp,hamming_distance,0.8333333333333334,2
lactose,0.05,ldp,hamming_distance,0.9166666666666666,3
lactose,0.1,ldp,hamming_distance,0.9166666666666666,0
lactose,0.05,ldp,hamming_distance,0.8333333333333334,4
lactose,0.1,ldp,hamming_distance,0.9166666666666666,1
lactose,0.1,ldp,hamming_distance,0.9166666666666666,2
lactose,0.01,ldp,hamming_distance,0.8333333333333334,7
lactose,0.05,ldp,hamming_distance,0.9166666666666666,5
lactose,0.05,ldp,hamming_distance,0.9166666666666666,6
lactose,0.1,ldp,hamming_distance,0.9166666666666666,3
lactose,0.01,ldp,hamming_distance,0.9166666666666666,8
lactose,0.05,ldp,hamming_distance,0.9166666666666666,7
lactose,0.05,ldp,hamming_distance,0.9166666666666666,8
lactose,0.1,ldp,hamming_distance,0.9166666666666666,4
lactose,0.1,ldp,hamming_distance,0.8333333333333334,5
lactose,0.5,ldp,hamming_distance,0.9166666666666666,0
lactose,0.1,ldp,hamming_distance,0.9166666666666666,6
lactose,0.5,ldp,hamming_distance,0.8333333333333334,1
lactose,0.1,ldp,hamming_distance,0.8333333333333334,7
lactose,0.5,ldp,hamming_distance,0.9166666666666666,2
lactose,0.5,ldp,hamming_distance,0.8333333333333334,3
lactose,0.1,ldp,hamming_distance,0.8333333333333334,8
lactose,0.05,ldp,hamming_distance,0.8333333333333334,9
lactose,0.01,ldp,hamming_distance,0.9166666666666666,9
lactose,0.5,ldp,hamming_distance,0.9166666666666666,4
lactose,1.0,ldp,hamming_distance,0.8333333333333334,0
lactose,0.5,ldp,hamming_distance,0.9166666666666666,5
lactose,0.1,ldp,hamming_distance,0.9166666666666666,9
lactose,1.0,ldp,hamming_distance,0.8333333333333334,1
lactose,0.5,ldp,hamming_distance,0.8333333333333334,6
lactose,0.5,ldp,hamming_distance,0.9166666666666666,7
lactose,0.5,ldp,hamming_distance,0.9166666666666666,8
lactose,1.0,ldp,hamming_distance,0.9166666666666666,2
lactose,1.0,ldp,hamming_distance,0.9166666666666666,3
lactose,5.0,ldp,hamming_distance,0.8333333333333334,0
lactose,5.0,ldp,hamming_distance,0.8333333333333334,1
lactose,1.0,ldp,hamming_distance,0.9166666666666666,4
lactose,1.0,ldp,hamming_distance,0.8333333333333334,5
lactose,5.0,ldp,hamming_distance,0.8333333333333334,2
lactose,5.0,ldp,hamming_distance,0.8333333333333334,3
lactose,1.0,ldp,hamming_distance,0.9166666666666666,6
lactose,5.0,ldp,hamming_distance,0.8333333333333334,4
lactose,1.0,ldp,hamming_distance,0.8333333333333334,7
lactose,0.5,ldp,hamming_distance,0.8333333333333334,9
lactose,5.0,ldp,hamming_distance,0.8333333333333334,5
lactose,5.0,ldp,hamming_distance,0.8333333333333334,6
lactose,1.0,ldp,hamming_distance,0.8333333333333334,8
lactose,5.0,ldp,hamming_distance,0.8333333333333334,7
lactose,5.0,ldp,hamming_distance,0.8333333333333334,8
lactose,1.0,ldp,hamming_distance,0.8333333333333334,9
lactose,5.0,ldp,hamming_distance,0.8333333333333334,9
lactose,10.0,ldp,hamming_distance,0.8333333333333334,0
lactose,10.0,ldp,hamming_distance,0.8333333333333334,1
lactose,10.0,ldp,hamming_distance,0.8333333333333334,2
lactose,10.0,ldp,hamming_distance,0.8333333333333334,3
lactose,50.0,ldp,hamming_distance,0.8333333333333334,0
lactose,10.0,ldp,hamming_distance,0.8333333333333334,4
lactose,10.0,ldp,hamming_distance,0.8333333333333334,5
lactose,10.0,ldp,hamming_distance,0.8333333333333334,6
lactose,10.0,ldp,hamming_distance,0.8333333333333334,7
lactose,50.0,ldp,hamming_distance,0.8333333333333334,1
lactose,50.0,ldp,hamming_distance,0.8333333333333334,2
lactose,50.0,ldp,hamming_distance,0.8333333333333334,3
lactose,10.0,ldp,hamming_distance,0.8333333333333334,8
lactose,10.0,ldp,hamming_distance,0.8333333333333334,9
lactose,50.0,ldp,hamming_distance,0.8333333333333334,4
lactose,100.0,ldp,hamming_distance,0.8333333333333334,0
lactose,50.0,ldp,hamming_distance,0.8333333333333334,5
lactose,100.0,ldp,hamming_distance,0.8333333333333334,1
lactose,50.0,ldp,hamming_distance,0.8333333333333334,6
lactose,50.0,ldp,hamming_distance,0.8333333333333334,7
lactose,100.0,ldp,hamming_distance,0.8333333333333334,2
lactose,50.0,ldp,hamming_distance,0.8333333333333334,8
lactose,100.0,ldp,hamming_distance,0.8333333333333334,3
lactose,50.0,ldp,hamming_distance,0.8333333333333334,9
lactose,100.0,ldp,hamming_distance,0.8333333333333334,4
lactose,100.0,ldp,hamming_distance,0.8333333333333334,5
lactose,100.0,ldp,hamming_distance,0.8333333333333334,6
lactose,100.0,ldp,hamming_distance,0.8333333333333334,7
