Dataset,GWAS Type,Error Type,Error Rate,Approach,Epsilon,Retention Ratio
lactose,chi2,flipping,0.8,ldp,2,0.18633658008658016
lactose,chi2,flipping,0.8,ldp,1,0.21586399711399717
lactose,chi2,flipping,0.8,ldp,3,0.213212481962482
lactose,chi2,flipping,0.8,ldp,1,0.187238455988456
lactose,chi2,flipping,0.8,ldp,2,0.13955627705627704
lactose,chi2,flipping,0.8,ldp,1,0.19065656565656575
lactose,chi2,flipping,0.8,ldp,1,0.18111471861471862
lactose,chi2,flipping,0.8,ldp,1,0.2036976911976912
lactose,chi2,flipping,0.8,ldp,2,0.1673069985569986
lactose,chi2,flipping,0.8,ldp,3,0.17766955266955275
lactose,chi2,flipping,0.8,ldp,3,0.166432178932179
lactose,chi2,flipping,0.8,ldp,1,0.1750450937950938
lactose,chi2,flipping,0.8,ldp,1,0.2080176767676768
lactose,chi2,flipping,0.8,ldp,2,0.18461399711399717
lactose,chi2,flipping,0.8,ldp,2,0.113474025974026
lactose,chi2,flipping,0.8,ldp,2,0.17247474747474756
lactose,chi2,flipping,0.9,ldp,1,0.2555417586460633
lactose,chi2,flipping,0.9,ldp,3,0.2542770419426049
lactose,chi2,flipping,0.9,ldp,1,0.1586644591611479
lactose,chi2,flipping,0.9,ldp,2,0.23627207505518766
lactose,chi2,flipping,0.9,ldp,2,0.22461368653421632
lactose,chi2,flipping,0.9,ldp,2,0.23063833701250913
lactose,chi2,flipping,0.9,ldp,1,0.20695364238410596
lactose,chi2,flipping,0.9,ldp,2,0.1886497424576895
lactose,chi2,flipping,0.9,ldp,2,0.24510209713024284
lactose,chi2,flipping,0.9,ldp,1,0.26437178072111844
lactose,chi2,flipping,0.9,ldp,1,0.2170483811626196
lactose,chi2,flipping,0.9,ldp,3,0.23029341427520233
lactose,chi2,flipping,0.9,ldp,2,0.17729028697571736
lactose,chi2,flipping,0.9,ldp,1,0.21072479764532748
lactose,chi2,flipping,0.9,ldp,1,0.17066777041942605
lactose,chi2,flipping,0.9,ldp,2,0.19465139808682852
lactose,chi2,flipping,0.9,ldp,1,0.24259565857247978
lactose,chi2,flipping,0.9,ldp,3,0.21072479764532748
lactose,chi2,flipping,0.9,ldp,3,0.23532928623988225
lactose,chi2,flipping,0.9,ldp,1,0.29872608535688006
lactose,chi2,flipping,0.9,ldp,1,0.19589311994113312
lactose,chi2,flipping,0.9,ldp,2,0.20442420897718916
lactose,chi2,flipping,0.9,ldp,2,0.22838484179543783
lactose,chi2,flipping,0.9,ldp,2,0.14666114790286977
lactose,chi2,flipping,1.0,ldp,1,0.2982185990338164
lactose,chi2,flipping,1.0,ldp,3,0.30996376811594206
lactose,chi2,flipping,1.0,ldp,1,0.21050724637681162
lactose,chi2,flipping,1.0,ldp,2,0.2939311594202899
lactose,chi2,flipping,1.0,ldp,2,0.31515700483091785
lactose,chi2,flipping,1.0,ldp,2,0.27391304347826084
lactose,chi2,flipping,1.0,ldp,2,0.2656702898550725
lactose,chi2,flipping,1.0,ldp,1,0.2608695652173913
lactose,chi2,flipping,1.0,ldp,1,0.2808272946859904
lactose,chi2,flipping,1.0,ldp,2,0.27524154589371985
lactose,chi2,flipping,1.0,ldp,2,0.2596014492753623
lactose,chi2,flipping,1.0,ldp,1,0.26651570048309176
lactose,chi2,flipping,1.0,ldp,3,0.2708635265700483
lactose,chi2,flipping,1.0,ldp,1,0.26871980676328505
lactose,chi2,flipping,1.0,ldp,1,0.23568840579710143
lactose,chi2,flipping,1.0,ldp,1,0.26564009661835747
lactose,chi2,flipping,1.0,ldp,2,0.2639190821256039
lactose,chi2,flipping,1.0,ldp,3,0.251328502415459
lactose,chi2,flipping,1.0,ldp,3,0.2734903381642512
lactose,chi2,flipping,1.0,ldp,1,0.259993961352657
lactose,chi2,flipping,1.0,ldp,1,0.2648248792270531
lactose,chi2,flipping,1.0,ldp,2,0.271316425120773
lactose,chi2,flipping,1.0,ldp,2,0.2048913043478261
lactose,chi2,flipping,1.0,ldp,2,0.2774154589371981
lactose,chi2,flipping,0.0,ldp,3,0.7361111111111112
lactose,chi2,flipping,0.0,ldp,3,0.7361111111111112
lactose,chi2,flipping,0.0,ldp,3,0.7326388888888888
lactose,chi2,flipping,0.0,ldp,3,0.7222222222222222
lactose,chi2,flipping,0.0,ldp,3,0.7361111111111112
lactose,chi2,flipping,0.0,ldp,3,0.7152777777777778
lactose,chi2,flipping,0.0,ldp,4,0.7604166666666666
lactose,chi2,flipping,0.0,ldp,4,0.7118055555555556
lactose,chi2,flipping,0.0,ldp,4,0.75
lactose,chi2,flipping,0.0,ldp,4,0.7256944444444444
lactose,chi2,flipping,0.0,ldp,4,0.78125
lactose,chi2,flipping,0.0,ldp,4,0.75
lactose,chi2,flipping,0.0,ldp,4,0.7465277777777778
lactose,chi2,flipping,0.0,ldp,4,0.7743055555555556
lactose,chi2,flipping,0.0,ldp,4,0.7291666666666666
lactose,chi2,flipping,0.0,ldp,4,0.7291666666666666
lactose,chi2,flipping,0.0,ldp,5,0.7361111111111112
lactose,chi2,flipping,0.0,ldp,5,0.7326388888888888
lactose,chi2,flipping,0.0,ldp,5,0.7222222222222222
lactose,chi2,flipping,0.0,ldp,5,0.7604166666666666
lactose,chi2,flipping,0.0,ldp,5,0.7569444444444444
lactose,chi2,flipping,0.0,ldp,5,0.7847222222222222
lactose,chi2,flipping,0.0,ldp,5,0.7569444444444444
lactose,chi2,flipping,0.0,ldp,5,0.7534722222222222
lactose,chi2,flipping,0.1,ldp,3,0.0300408235711751
lactose,chi2,flipping,0.1,ldp,3,0.03962548810791622
lactose,chi2,flipping,0.1,ldp,3,0.03934815406460768
lactose,chi2,flipping,0.1,ldp,3,0.05768548100816473
lactose,chi2,flipping,0.1,ldp,3,0.052405040823571225
lactose,chi2,flipping,0.1,ldp,3,0.025181931132410407
lactose,chi2,flipping,0.1,ldp,4,0.04795660276890301
lactose,chi2,flipping,0.1,ldp,4,0.024904597089101865
lactose,chi2,flipping,0.1,ldp,4,0.04392971246006394
lactose,chi2,flipping,0.1,ldp,4,0.035598597799077036
lactose,chi2,flipping,0.1,ldp,4,0.04392971246006394
lactose,chi2,flipping,0.1,ldp,4,0.062400159744408934
lactose,chi2,flipping,0.1,ldp,4,0.03587593184238547
lactose,chi2,flipping,0.1,ldp,4,0.052260827121050735
lactose,chi2,flipping,0.1,ldp,5,0.04282037628683
lactose,chi2,flipping,0.1,ldp,5,0.03295837770678023
lactose,chi2,flipping,0.1,ldp,4,0.042265708200212915
lactose,chi2,flipping,0.1,ldp,4,0.0436523784167554
lactose,chi2,flipping,0.1,ldp,5,0.041711040113596054
lactose,chi2,flipping,0.1,ldp,5,0.031982161874334336
lactose,chi2,flipping,0.1,ldp,5,0.05406904508342203
lactose,chi2,flipping,0.1,ldp,5,0.04670305289314869
lactose,chi2,flipping,0.1,ldp,5,0.05087415690450836
lactose,chi2,flipping,0.1,ldp,5,0.0537917110401136
lactose,chi2,flipping,0.2,ldp,3,0.044037940379403895
lactose,chi2,flipping,0.2,ldp,3,0.040565718157181574
lactose,chi2,flipping,0.2,ldp,3,0.053184281842818426
lactose,chi2,flipping,0.2,ldp,3,0.05758807588075876
lactose,chi2,flipping,0.2,ldp,3,0.047086720867208776
lactose,chi2,flipping,0.2,ldp,3,0.05978997289972898
lactose,chi2,flipping,0.2,ldp,4,0.05005081300813008
lactose,chi2,flipping,0.2,ldp,4,0.057926829268292734
lactose,chi2,flipping,0.2,ldp,4,0.03497628726287261
lactose,chi2,flipping,0.2,ldp,4,0.049288617886178776
lactose,chi2,flipping,0.2,ldp,4,0.08003048780487809
lactose,chi2,flipping,0.2,ldp,4,0.05496273712737121
lactose,chi2,flipping,0.2,ldp,4,0.06402439024390238
lactose,chi2,flipping,0.2,ldp,5,0.052760840108400986
lactose,chi2,flipping,0.2,ldp,4,0.05479336043360439
lactose,chi2,flipping,0.2,ldp,5,0.03489159891598925
lactose,chi2,flipping,0.2,ldp,4,0.054454607046070524
lactose,chi2,flipping,0.2,ldp,4,0.043191056910569015
lactose,chi2,flipping,0.2,ldp,5,0.07444105691056901
lactose,chi2,flipping,0.2,ldp,5,0.06063685636856364
lactose,chi2,flipping,0.2,ldp,5,0.05267615176151763
lactose,chi2,flipping,0.2,ldp,5,0.028285907859078585
lactose,chi2,flipping,0.2,ldp,5,0.0835027100271003
lactose,chi2,flipping,0.2,ldp,5,0.0522527100271003
lactose,chi2,flipping,0.3,ldp,3,0.07660190865712346
lactose,chi2,flipping,0.3,ldp,3,0.07619717109747781
lactose,chi2,flipping,0.3,ldp,3,0.10114178595773693
lactose,chi2,flipping,0.3,ldp,3,0.050443081117927724
lactose,chi2,flipping,0.3,ldp,3,0.0827368779822768
lactose,chi2,flipping,0.3,ldp,4,0.1254473415132924
lactose,chi2,flipping,0.3,ldp,3,0.07417348329925022
lactose,chi2,flipping,0.3,ldp,4,0.0690184049079755
lactose,chi2,flipping,0.3,ldp,4,0.0941973415132924
lactose,chi2,flipping,0.3,ldp,4,0.09106595092024539
lactose,chi2,flipping,0.3,ldp,4,0.05536383776414455
lactose,chi2,flipping,0.3,ldp,4,0.0784551806407634
lactose,chi2,flipping,0.3,ldp,4,0.11809815950920244
lactose,chi2,flipping,0.3,ldp,5,0.07006220177232447
lactose,chi2,flipping,0.3,ldp,4,0.0810540218132243
lactose,chi2,flipping,0.3,ldp,5,0.09500681663258359
lactose,chi2,flipping,0.3,ldp,4,0.08806237218813906
lactose,chi2,flipping,0.3,ldp,5,0.10704243353783227
lactose,chi2,flipping,0.3,ldp,4,0.08088360599863664
lactose,chi2,flipping,0.3,ldp,5,0.05964553510565784
lactose,chi2,flipping,0.3,ldp,5,0.09743524199045672
lactose,chi2,flipping,0.3,ldp,5,0.09743524199045672
lactose,chi2,flipping,0.3,ldp,5,0.08840320381731426
lactose,chi2,flipping,0.3,ldp,5,0.09396301976823451
lactose,chi2,flipping,0.4,ldp,3,0.14823232323232327
lactose,chi2,flipping,0.4,ldp,3,0.13263888888888886
lactose,chi2,flipping,0.4,ldp,3,0.12095959595959604
lactose,chi2,flipping,0.4,ldp,3,0.13737373737373737
lactose,chi2,flipping,0.4,ldp,3,0.1118686868686869
lactose,chi2,flipping,0.4,ldp,4,0.1452651515151515
lactose,chi2,flipping,0.4,ldp,3,0.10921717171717171
lactose,chi2,flipping,0.4,ldp,4,0.14128787878787874
lactose,chi2,flipping,0.4,ldp,4,0.15397727272727268
lactose,chi2,flipping,0.4,ldp,4,0.12272727272727268
lactose,chi2,flipping,0.4,ldp,4,0.07241161616161618
lactose,chi2,flipping,0.4,ldp,4,0.13478535353535348
lactose,chi2,flipping,0.4,ldp,4,0.13787878787878793
lactose,chi2,flipping,0.4,ldp,5,0.147790404040404
lactose,chi2,flipping,0.4,ldp,5,0.13308080808080813
lactose,chi2,flipping,0.4,ldp,4,0.13188131313131313
lactose,chi2,flipping,0.4,ldp,4,0.12916666666666665
lactose,chi2,flipping,0.4,ldp,5,0.12828282828282822
lactose,chi2,flipping,0.4,ldp,5,0.12405303030303028
lactose,chi2,flipping,0.4,ldp,4,0.1525883838383838
lactose,chi2,flipping,0.4,ldp,5,0.11755050505050502
lactose,chi2,flipping,0.4,ldp,5,0.1478535353535353
lactose,chi2,flipping,0.4,ldp,5,0.18775252525252528
lactose,chi2,flipping,0.4,ldp,5,0.13529040404040404
lactose,chi2,flipping,0.5,ldp,3,0.1062768569674648
lactose,chi2,flipping,0.5,ldp,3,0.09175491098833632
lactose,chi2,flipping,0.5,ldp,3,0.12008901166359731
lactose,chi2,flipping,0.5,ldp,3,0.10896255371393493
lactose,chi2,flipping,0.5,ldp,3,0.1062768569674648
lactose,chi2,flipping,0.5,ldp,4,0.12229511970534068
lactose,chi2,flipping,0.5,ldp,3,0.1406921424186618
lactose,chi2,flipping,0.5,ldp,4,0.10761970534069976
lactose,chi2,flipping,0.5,ldp,4,0.15970303867403313
lactose,chi2,flipping,0.5,ldp,4,0.11187845303867405
lactose,chi2,flipping,0.5,ldp,4,0.12348449969306319
lactose,chi2,flipping,0.5,ldp,4,0.10407074892572132
lactose,chi2,flipping,0.5,ldp,5,0.10351442602823824
lactose,chi2,flipping,0.5,ldp,5,0.1304289441375076
lactose,chi2,flipping,0.5,ldp,4,0.12237185389809702
lactose,chi2,flipping,0.5,ldp,4,0.14779005524861877
lactose,chi2,flipping,0.5,ldp,4,0.1186694290976058
lactose,chi2,flipping,0.5,ldp,5,0.12229511970534068
lactose,chi2,flipping,0.5,ldp,5,0.11448741559238795
lactose,chi2,flipping,0.5,ldp,4,0.11393109269490487
lactose,chi2,flipping,0.5,ldp,5,0.1160604665438919
lactose,chi2,flipping,0.5,ldp,5,0.1160604665438919
lactose,chi2,flipping,0.5,ldp,5,0.1355509515039902
lactose,chi2,flipping,0.5,ldp,5,0.13192526089625534
lactose,chi2,flipping,0.6,ldp,3,0.1450820873644093
lactose,chi2,flipping,0.6,ldp,3,0.12050168572266196
lactose,chi2,flipping,0.6,ldp,3,0.1450820873644093
lactose,chi2,flipping,0.6,ldp,3,0.16285546760480796
lactose,chi2,flipping,0.6,ldp,4,0.17730321020228668
lactose,chi2,flipping,0.6,ldp,3,0.1529976546467312
lactose,chi2,flipping,0.6,ldp,3,0.14007988859571974
lactose,chi2,flipping,0.6,ldp,4,0.20341358839050128
lactose,chi2,flipping,0.6,ldp,4,0.19591029023746698
lactose,chi2,flipping,0.6,ldp,4,0.1829925241864555
lactose,chi2,flipping,0.6,ldp,5,0.168828789211375
lactose,chi2,flipping,0.6,ldp,4,0.18063800938141306
lactose,chi2,flipping,0.6,ldp,4,0.1471617560832601
lactose,chi2,flipping,0.6,ldp,5,0.15216395485194956
lactose,chi2,flipping,0.6,ldp,4,0.14869173262972735
lactose,chi2,flipping,0.6,ldp,5,0.12855467604807969
lactose,chi2,flipping,0.6,ldp,4,0.16896621225447084
lactose,chi2,flipping,0.6,ldp,4,0.16952506596306072
lactose,chi2,flipping,0.6,ldp,5,0.18438507768982704
lactose,chi2,flipping,0.6,ldp,5,0.17202616534740545
lactose,chi2,flipping,0.6,ldp,5,0.17646951040750514
lactose,chi2,flipping,0.6,ldp,4,0.16341432131339784
lactose,chi2,flipping,0.6,ldp,5,0.19105467604807969
lactose,chi2,flipping,0.6,ldp,5,0.18091285546760483
lactose,chi2,flipping,0.7,ldp,3,0.1521512113617377
lactose,chi2,flipping,0.7,ldp,3,0.15369152046783618
lactose,chi2,flipping,0.7,ldp,3,0.18723893065998332
lactose,chi2,flipping,0.7,ldp,3,0.17084377610693402
lactose,chi2,flipping,0.7,ldp,4,0.19400062656641603
lactose,chi2,flipping,0.7,ldp,3,0.1471386800334169
lactose,chi2,flipping,0.7,ldp,3,0.16139306599832914
lactose,chi2,flipping,0.7,ldp,4,0.23237781954887216
lactose,chi2,flipping,0.7,ldp,4,0.1785714285714286
lactose,chi2,flipping,0.7,ldp,4,0.17277568922305764
lactose,chi2,flipping,0.7,ldp,5,0.21480785296574778
lactose,chi2,flipping,0.7,ldp,4,0.20788951545530499
lactose,chi2,flipping,0.7,ldp,4,0.1554145781119466
lactose,chi2,flipping,0.7,ldp,5,0.19629803675856305
lactose,chi2,flipping,0.7,ldp,4,0.17528195488721798
lactose,chi2,flipping,0.7,ldp,5,0.14327485380116955
lactose,chi2,flipping,0.7,ldp,4,0.18183479532163738
lactose,chi2,flipping,0.7,ldp,4,0.21616541353383456
