Dataset,Epsilon,Approach,Utility Metric,Utility
DATASET.hair,2,proposed,calc_sample_distance,0.34408172684346927
DATASET.hair,3,proposed,calc_sample_distance,0.3027088436823233
DATASET.hair,3,proposed,calc_sample_distance,0.3027123939361665
DATASET.hair,3,proposed,calc_sample_distance,0.30384492491213116
DATASET.hair,3,proposed,calc_sample_distance,0.30341356907018846
DATASET.hair,3,proposed,calc_sample_distance,0.30328398480491353
DATASET.hair,3,proposed,calc_sample_distance,0.30236801931338086
DATASET.hair,3,proposed,calc_sample_distance,0.3033319132317961
DATASET.hair,3,proposed,calc_sample_distance,0.3038094223736997
DATASET.hair,3,proposed,calc_sample_distance,0.30362835942769906
DATASET.hair,3,proposed,calc_sample_distance,0.3041413711080343
DATASET.hair,4,proposed,calc_sample_distance,0.26614122909788046
DATASET.hair,4,proposed,calc_sample_distance,0.26666134128590196
DATASET.hair,4,proposed,calc_sample_distance,0.26625661234778286
DATASET.hair,4,proposed,calc_sample_distance,0.26667554230127455
DATASET.hair,4,proposed,calc_sample_distance,0.2662530620939397
DATASET.hair,4,proposed,calc_sample_distance,0.2659140128519189
DATASET.hair,4,proposed,calc_sample_distance,0.267149501189335
DATASET.hair,4,proposed,calc_sample_distance,0.26604537224411545
DATASET.hair,4,proposed,calc_sample_distance,0.26646430219760714
DATASET.hair,4,proposed,calc_sample_distance,0.26588206056733055
DATASET.hair,5,proposed,calc_sample_distance,0.2350339049242021
DATASET.hair,5,proposed,calc_sample_distance,0.23620903894628467
DATASET.hair,5,proposed,calc_sample_distance,0.2355575673660667
DATASET.hair,5,proposed,calc_sample_distance,0.2349398231973586
DATASET.hair,5,proposed,calc_sample_distance,0.236679447580502
DATASET.hair,5,proposed,calc_sample_distance,0.2358770902119502
DATASET.hair,5,proposed,calc_sample_distance,0.2350889338587709
DATASET.hair,5,proposed,calc_sample_distance,0.2352149678702027
DATASET.hair,5,proposed,calc_sample_distance,0.2353995810700465
DATASET.hair,5,proposed,calc_sample_distance,0.23520786736251645
DATASET.hair,1,ldp,mean_error,0.2216902758547236
DATASET.hair,1,ldp,mean_error,0.21966308091028508
DATASET.hair,1,ldp,mean_error,0.21978733979479528
DATASET.hair,1,ldp,mean_error,0.22054176873646464
DATASET.hair,1,ldp,mean_error,0.22098732559377995
DATASET.hair,1,ldp,mean_error,0.22067312812866122
DATASET.hair,1,ldp,mean_error,0.22066602762097492
DATASET.hair,1,ldp,mean_error,0.2199257996946782
DATASET.hair,1,ldp,mean_error,0.22027904995207157
DATASET.hair,1,ldp,mean_error,0.21943941491816665
DATASET.hair,2,ldp,mean_error,0.22081336315546557
DATASET.hair,2,ldp,mean_error,0.22012638903681617
DATASET.hair,2,ldp,mean_error,0.22036425604430718
DATASET.hair,2,ldp,mean_error,0.22080271239393617
DATASET.hair,2,ldp,mean_error,0.2194802428373629
DATASET.hair,2,ldp,mean_error,0.2204246103596407
DATASET.hair,2,ldp,mean_error,0.2203624809173856
DATASET.hair,2,ldp,mean_error,0.21871693826108565
DATASET.hair,2,ldp,mean_error,0.22051869208648417
DATASET.hair,2,ldp,mean_error,0.21967373167181456
DATASET.hair,3,ldp,mean_error,0.21978556466787375
DATASET.hair,3,ldp,mean_error,0.2192246245606561
DATASET.hair,3,ldp,mean_error,0.22107430681293716
DATASET.hair,3,ldp,mean_error,0.22001455604075693
DATASET.hair,3,ldp,mean_error,0.22001100578691377
DATASET.hair,3,ldp,mean_error,0.21912521745304792
DATASET.hair,3,ldp,mean_error,0.22056662051336673
DATASET.hair,3,ldp,mean_error,0.21944119004508825
DATASET.hair,3,ldp,mean_error,0.21812227074235807
DATASET.hair,3,ldp,mean_error,0.22126069513970248
DATASET.hair,4,ldp,mean_error,0.22049384030958213
DATASET.hair,4,ldp,mean_error,0.21999857989846272
DATASET.hair,4,ldp,mean_error,0.2212890971704477
DATASET.hair,4,ldp,mean_error,0.21992224944083502
DATASET.hair,4,ldp,mean_error,0.2205293428480136
DATASET.hair,4,ldp,mean_error,0.2217683814392729
DATASET.hair,4,ldp,mean_error,0.2198956225370114
DATASET.hair,4,ldp,mean_error,0.21998615401001176
DATASET.hair,4,ldp,mean_error,0.21846664536514357
DATASET.hair,4,ldp,mean_error,0.22064295097099443
DATASET.hair,5,ldp,mean_error,0.21856427734583023
DATASET.hair,5,ldp,mean_error,0.2205293428480136
DATASET.hair,5,ldp,mean_error,0.2197908900486385
DATASET.hair,5,ldp,mean_error,0.21856072709198707
DATASET.hair,5,ldp,mean_error,0.2214612844818404
DATASET.hair,5,ldp,mean_error,0.22076365960166153
DATASET.hair,5,ldp,mean_error,0.2196914829410303
DATASET.hair,5,ldp,mean_error,0.218736464657223
DATASET.hair,5,ldp,mean_error,0.22031100223665992
DATASET.hair,5,ldp,mean_error,0.22075123371321048
DATASET.hair,1,proposed,mean_error,0.004136045727269495
DATASET.hair,1,proposed,mean_error,0.0041182944580537475
DATASET.hair,1,proposed,mean_error,0.00406149039656335
DATASET.hair,1,proposed,mean_error,0.004173323392622569
DATASET.hair,1,proposed,mean_error,0.004159122377249969
DATASET.hair,1,proposed,mean_error,0.004144921361877369
DATASET.hair,1,proposed,mean_error,0.0041591223772499695
DATASET.hair,1,proposed,mean_error,0.004022437604288703
DATASET.hair,1,proposed,mean_error,0.00413427060034792
DATASET.hair,1,proposed,mean_error,0.004104093442681147
DATASET.hair,2,proposed,mean_error,0.004164447758014693
DATASET.hair,2,proposed,mean_error,0.004262079738701312
DATASET.hair,2,proposed,mean_error,0.004207050804132491
DATASET.hair,2,proposed,mean_error,0.004308233038662259
DATASET.hair,2,proposed,mean_error,0.004377462988603681
DATASET.hair,2,proposed,mean_error,0.004244328469485564
DATASET.hair,2,proposed,mean_error,0.004265629992544462
DATASET.hair,2,proposed,mean_error,0.004150246742642094
DATASET.hair,2,proposed,mean_error,0.004270955373309186
DATASET.hair,2,proposed,mean_error,0.004269180246387612
DATASET.hair,3,proposed,mean_error,0.005115915787978835
DATASET.hair,3,proposed,mean_error,0.005027159441900091
DATASET.hair,3,proposed,mean_error,0.0050555614726452884
DATASET.hair,3,proposed,mean_error,0.00512124116874356
DATASET.hair,3,proposed,mean_error,0.005126566549508284
DATASET.hair,3,proposed,mean_error,0.004931302588135046
DATASET.hair,3,proposed,mean_error,0.005050236091880564
DATASET.hair,3,proposed,mean_error,0.00503781020342954
DATASET.hair,3,proposed,mean_error,0.004981006141939143
DATASET.hair,3,proposed,mean_error,0.005021834061135366
DATASET.hair,4,proposed,mean_error,0.005786913764334144
DATASET.hair,4,proposed,mean_error,0.005696382291333825
DATASET.hair,4,proposed,mean_error,0.005699932545176975
DATASET.hair,4,proposed,mean_error,0.005806440160471468
DATASET.hair,4,proposed,mean_error,0.005746085845137921
DATASET.hair,4,proposed,mean_error,0.00585791884119714
DATASET.hair,4,proposed,mean_error,0.005719458941314298
DATASET.hair,4,proposed,mean_error,0.00586856960272659
DATASET.hair,4,proposed,mean_error,0.005776263002804696
DATASET.hair,4,proposed,mean_error,0.005836617318138242
DATASET.hair,5,proposed,mean_error,0.006259097525473067
DATASET.hair,5,proposed,mean_error,0.006092235594845025
DATASET.hair,5,proposed,mean_error,0.006324777221571337
DATASET.hair,5,proposed,mean_error,0.006239571129335743
DATASET.hair,5,proposed,mean_error,0.00628572442929669
DATASET.hair,5,proposed,mean_error,0.006349628998473386
DATASET.hair,5,proposed,mean_error,0.0063318777292576366
DATASET.hair,5,proposed,mean_error,0.006319451840806613
DATASET.hair,5,proposed,mean_error,0.0062519970177867664
DATASET.hair,5,proposed,mean_error,0.006298150317747713
DATASET.hair,1,ldp,variance_error,0.24316028804392847
DATASET.hair,1,ldp,variance_error,0.2407307901681637
DATASET.hair,1,ldp,variance_error,0.2407491331463533
DATASET.hair,1,ldp,variance_error,0.24201618915752476
DATASET.hair,1,ldp,variance_error,0.24171870747091753
DATASET.hair,1,ldp,variance_error,0.24219512195121953
DATASET.hair,1,ldp,variance_error,0.24177199086401344
DATASET.hair,1,ldp,variance_error,0.24081274186104307
DATASET.hair,1,ldp,variance_error,0.2417700382243997
DATASET.hair,1,ldp,variance_error,0.24072794996508914
DATASET.hair,2,ldp,variance_error,0.24279514443616051
DATASET.hair,2,ldp,variance_error,0.24097560975609755
DATASET.hair,2,ldp,variance_error,0.24125850581649919
DATASET.hair,2,ldp,variance_error,0.2418767529378351
DATASET.hair,2,ldp,variance_error,0.24113193926699092
DATASET.hair,2,ldp,variance_error,0.24093714867279675
DATASET.hair,2,ldp,variance_error,0.2418456290458101
DATASET.hair,2,ldp,variance_error,0.24044301250872774
DATASET.hair,2,ldp,variance_error,0.24146267499792906
DATASET.hair,2,ldp,variance_error,0.24155001124247052
DATASET.hair,3,ldp,variance_error,0.24208518242387664
DATASET.hair,3,ldp,variance_error,0.24078620371356554
DATASET.hair,3,ldp,variance_error,0.24271115134732135
DATASET.hair,3,ldp,variance_error,0.24170805670938803
DATASET.hair,3,ldp,variance_error,0.2415032662335357
DATASET.hair,3,ldp,variance_error,0.2400726618619898
DATASET.hair,3,ldp,variance_error,0.24119495627270685
DATASET.hair,3,ldp,variance_error,0.24030129820948865
DATASET.hair,3,ldp,variance_error,0.23992251570987322
DATASET.hair,3,ldp,variance_error,0.2430620051833706
DATASET.hair,4,ldp,variance_error,0.24125965964899826
DATASET.hair,4,ldp,variance_error,0.24132205536029158
DATASET.hair,4,ldp,variance_error,0.24248094697104175
DATASET.hair,4,ldp,variance_error,0.2418134992485296
DATASET.hair,4,ldp,variance_error,0.24195580525674254
DATASET.hair,4,ldp,variance_error,0.24385915551295254
DATASET.hair,4,ldp,variance_error,0.24155329522727542
DATASET.hair,4,ldp,variance_error,0.24188113158424157
DATASET.hair,4,ldp,variance_error,0.24031748144992365
DATASET.hair,4,ldp,variance_error,0.24189852782807303
DATASET.hair,5,ldp,variance_error,0.23988367001573943
DATASET.hair,5,ldp,variance_error,0.24185024437580618
DATASET.hair,5,ldp,variance_error,0.24162817599791722
DATASET.hair,5,ldp,variance_error,0.23948308304043744
DATASET.hair,5,ldp,variance_error,0.24257854936627965
DATASET.hair,5,ldp,variance_error,0.24161462586241583
DATASET.hair,5,ldp,variance_error,0.24175213902794046
DATASET.hair,5,ldp,variance_error,0.239692281748145
DATASET.hair,5,ldp,variance_error,0.2421005076862996
DATASET.hair,5,ldp,variance_error,0.24167435888332683
DATASET.hair,1,proposed,variance_error,0.03972846475189644
DATASET.hair,1,proposed,variance_error,0.039437048082271234
DATASET.hair,1,proposed,variance_error,0.03968254813552504
DATASET.hair,1,proposed,variance_error,0.039165660761411134
DATASET.hair,1,proposed,variance_error,0.03987938012567901
DATASET.hair,1,proposed,variance_error,0.039399859173264246
DATASET.hair,1,proposed,variance_error,0.039372108022390294
DATASET.hair,1,proposed,variance_error,0.03898379900829579
DATASET.hair,1,proposed,variance_error,0.04027973041739153
DATASET.hair,1,proposed,variance_error,0.04017615176151764
DATASET.hair,2,proposed,variance_error,0.03844321368977884
DATASET.hair,2,proposed,variance_error,0.03893998295878157
DATASET.hair,2,proposed,variance_error,0.03864072614525275
DATASET.hair,2,proposed,variance_error,0.03846265132957009
DATASET.hair,2,proposed,variance_error,0.03842593578774217
DATASET.hair,2,proposed,variance_error,0.03909850179287821
DATASET.hair,2,proposed,variance_error,0.03900371001526611
DATASET.hair,2,proposed,variance_error,0.038387829729825705
DATASET.hair,2,proposed,variance_error,0.038198897054472755
DATASET.hair,2,proposed,variance_error,0.038737618489722035
DATASET.hair,3,proposed,variance_error,0.037346776961219415
DATASET.hair,3,proposed,variance_error,0.03731103773919838
DATASET.hair,3,proposed,variance_error,0.03793008366764893
DATASET.hair,3,proposed,variance_error,0.03797750914190367
DATASET.hair,3,proposed,variance_error,0.03687441568738835
DATASET.hair,3,proposed,variance_error,0.037496656844297725
DATASET.hair,3,proposed,variance_error,0.037389350421888526
DATASET.hair,3,proposed,variance_error,0.03754653791079397
DATASET.hair,3,proposed,variance_error,0.03781227441095374
DATASET.hair,3,proposed,variance_error,0.03719396811872051
DATASET.hair,4,proposed,variance_error,0.03588401320694433
DATASET.hair,4,proposed,variance_error,0.03578161796901814
DATASET.hair,4,proposed,variance_error,0.035481325664785054
DATASET.hair,4,proposed,variance_error,0.036076644063383886
DATASET.hair,4,proposed,variance_error,0.03608256115312248
DATASET.hair,4,proposed,variance_error,0.03636365250115386
DATASET.hair,4,proposed,variance_error,0.03623815102779851
DATASET.hair,4,proposed,variance_error,0.03632152282221515
DATASET.hair,4,proposed,variance_error,0.035618276706784566
DATASET.hair,4,proposed,variance_error,0.03558957882155244
DATASET.hair,5,proposed,variance_error,0.03328114460183906
DATASET.hair,5,proposed,variance_error,0.03402835469402732
DATASET.hair,5,proposed,variance_error,0.03404311783292508
DATASET.hair,5,proposed,variance_error,0.03365886202530151
DATASET.hair,5,proposed,variance_error,0.03384264683258189
DATASET.hair,5,proposed,variance_error,0.0336438326173655
DATASET.hair,5,proposed,variance_error,0.03360738334457583
DATASET.hair,5,proposed,variance_error,0.033805280410882745
DATASET.hair,5,proposed,variance_error,0.033931491935006726
DATASET.hair,5,proposed,variance_error,0.034139181784830976
DATASET.lactose,1,ldp,point_error,0.22237010963223702
DATASET.lactose,1,ldp,point_error,0.22245994206724598
DATASET.lactose,1,ldp,point_error,0.22164045026216406
DATASET.lactose,1,ldp,point_error,0.2208741245920874
DATASET.lactose,1,ldp,point_error,0.221689949767169
DATASET.lactose,1,ldp,point_error,0.2220291130422029
DATASET.lactose,1,ldp,point_error,0.22324276757232428
DATASET.lactose,1,ldp,point_error,0.22260477395226047
DATASET.lactose,1,ldp,point_error,0.22155245114215524
DATASET.lactose,1,ldp,point_error,0.22285043816228503
DATASET.lactose,2,ldp,point_error,0.22210244564221024
DATASET.lactose,2,ldp,point_error,0.22192278077219227
DATASET.lactose,2,ldp,point_error,0.22216111172221611
DATASET.lactose,2,ldp,point_error,0.22125362079712535
DATASET.lactose,2,ldp,point_error,0.2225717742822572
DATASET.lactose,2,ldp,point_error,0.22232977670223297
DATASET.lactose,2,ldp,point_error,0.22180911524218092
DATASET.lactose,2,ldp,point_error,0.22366626333736664
DATASET.lactose,2,ldp,point_error,0.22258644080225864
DATASET.lactose,2,ldp,point_error,0.22096579034209657
DATASET.lactose,3,ldp,point_error,0.22289260440728925
DATASET.lactose,3,ldp,point_error,0.22196861364719686
DATASET.lactose,3,ldp,point_error,0.22309243574230925
DATASET.lactose,3,ldp,point_error,0.22197044696219703
DATASET.lactose,3,ldp,point_error,0.22188244784218825
DATASET.lactose,3,ldp,point_error,0.22220327796722034
DATASET.lactose,3,ldp,point_error,0.22162945037216294
DATASET.lactose,3,ldp,point_error,0.22294577054229459
DATASET.lactose,3,ldp,point_error,0.222679939867268
DATASET.lactose,3,ldp,point_error,0.2228651046822865
DATASET.lactose,4,ldp,point_error,0.22253877461225388
DATASET.lactose,4,ldp,point_error,0.2231529351373153
DATASET.lactose,4,ldp,point_error,0.2231291020423129
DATASET.lactose,4,ldp,point_error,0.2227331060022733
DATASET.lactose,4,ldp,point_error,0.22150845158215085
DATASET.lactose,4,ldp,point_error,0.22192644740219264
DATASET.lactose,4,ldp,point_error,0.2218109485571811
DATASET.lactose,4,ldp,point_error,0.22171011623217102
DATASET.lactose,4,ldp,point_error,0.22251860814725186
DATASET.lactose,4,ldp,point_error,0.22226561067722655
DATASET.lactose,5,ldp,point_error,0.22254244124225425
DATASET.lactose,5,ldp,point_error,0.2225589410772559
DATASET.lactose,5,ldp,point_error,0.22209877901220987
DATASET.lactose,5,ldp,point_error,0.2234150991823415
DATASET.lactose,5,ldp,point_error,0.22254244124225425
DATASET.lactose,5,ldp,point_error,0.22220144465222014
DATASET.lactose,5,ldp,point_error,0.2217431159021743
DATASET.lactose,5,ldp,point_error,0.22260660726726067
DATASET.lactose,5,ldp,point_error,0.2216459502071646
DATASET.lactose,5,ldp,point_error,0.2219759469071976
DATASET.lactose,1,proposed,point_error,0.38957577090895756
DATASET.lactose,1,proposed,point_error,0.3891119422139112
DATASET.lactose,1,proposed,point_error,0.3902210977890221
DATASET.lactose,1,proposed,point_error,0.3897682689839768
DATASET.lactose,1,proposed,point_error,0.38982326843398235
DATASET.lactose,1,proposed,point_error,0.3901770982290177
DATASET.lactose,1,proposed,point_error,0.3902779305540278
DATASET.lactose,1,proposed,point_error,0.39060059399406005
DATASET.lactose,1,proposed,point_error,0.39093975726909397
DATASET.lactose,1,proposed,point_error,0.3896179371539618
DATASET.lactose,2,proposed,point_error,0.35845341546584536
DATASET.lactose,2,proposed,point_error,0.35745425879074544
DATASET.lactose,2,proposed,point_error,0.35701426319070145
DATASET.lactose,2,proposed,point_error,0.35659260074065924
DATASET.lactose,2,proposed,point_error,0.3579052542807905
DATASET.lactose,2,proposed,point_error,0.35838924944083894
DATASET.lactose,2,proposed,point_error,0.35710226231071024
DATASET.lactose,2,proposed,point_error,0.3572782605507278
DATASET.lactose,2,proposed,point_error,0.3575422579107542
DATASET.lactose,2,proposed,point_error,0.35808308583580833
DATASET.lactose,3,proposed,point_error,0.3193836394969384
DATASET.lactose,3,proposed,point_error,0.3191141421919114
DATASET.lactose,3,proposed,point_error,0.3188409782568841
DATASET.lactose,3,proposed,point_error,0.31999230007699925
DATASET.lactose,3,proposed,point_error,0.31863014703186304
DATASET.lactose,3,proposed,point_error,0.31913064202691305
DATASET.lactose,3,proposed,point_error,0.31886847798188683
DATASET.lactose,3,proposed,point_error,0.3184779818868478
DATASET.lactose,3,proposed,point_error,0.31954863784695486
DATASET.lactose,3,proposed,point_error,0.3189381439518938
DATASET.lactose,4,proposed,point_error,0.27948337183294836
DATASET.lactose,4,proposed,point_error,0.27973820261797383
DATASET.lactose,4,proposed,point_error,0.27926154071792614
DATASET.lactose,4,proposed,point_error,0.27877571224287756
DATASET.lactose,4,proposed,point_error,0.27993253400799323
DATASET.lactose,4,proposed,point_error,0.28099952333809997
DATASET.lactose,4,proposed,point_error,0.27972170278297215
