,Dataset,Epsilon,Approach,MIAMethod,MIAResult,Group
58,hair,5.0,ldp,hamming_distance,0.8333333333333334,8
59,hair,5.0,ldp,hamming_distance,0.8333333333333334,9
60,hair,10.0,ldp,hamming_distance,0.8333333333333334,0
61,hair,10.0,ldp,hamming_distance,0.8333333333333334,1
62,hair,10.0,ldp,hamming_distance,0.8333333333333334,2
63,hair,10.0,ldp,hamming_distance,0.8333333333333334,3
64,hair,10.0,ldp,hamming_distance,0.8333333333333334,4
65,hair,10.0,ldp,hamming_distance,0.8333333333333334,5
66,hair,10.0,ldp,hamming_distance,0.8333333333333334,6
67,hair,50.0,ldp,hamming_distance,0.8333333333333334,0
68,hair,10.0,ldp,hamming_distance,0.8333333333333334,7
69,hair,10.0,ldp,hamming_distance,0.8333333333333334,8
70,hair,10.0,ldp,hamming_distance,0.8333333333333334,9
71,hair,50.0,ldp,hamming_distance,0.8333333333333334,1
72,hair,50.0,ldp,hamming_distance,0.8333333333333334,2
73,hair,50.0,ldp,hamming_distance,0.8333333333333334,3
74,hair,50.0,ldp,hamming_distance,0.8333333333333334,4
75,hair,50.0,ldp,hamming_distance,0.8333333333333334,5
76,hair,50.0,ldp,hamming_distance,0.8333333333333334,6
77,hair,50.0,ldp,hamming_distance,0.8333333333333334,7
78,hair,100.0,ldp,hamming_distance,0.8333333333333334,0
79,hair,100.0,ldp,hamming_distance,0.8333333333333334,1
80,hair,50.0,ldp,hamming_distance,0.8333333333333334,8
81,hair,50.0,ldp,hamming_distance,0.8333333333333334,9
82,hair,100.0,ldp,hamming_distance,0.8333333333333334,2
83,hair,100.0,ldp,hamming_distance,0.8333333333333334,3
84,hair,100.0,ldp,hamming_distance,0.8333333333333334,4
85,hair,100.0,ldp,hamming_distance,0.8333333333333334,5
86,hair,100.0,ldp,hamming_distance,0.8333333333333334,6
87,hair,100.0,ldp,hamming_distance,0.8333333333333334,7
88,hair,100.0,ldp,hamming_distance,0.8333333333333334,8
89,hair,100.0,ldp,hamming_distance,0.8333333333333334,9
90,hair,0.01,proposed,hamming_distance,0.1666666666666666,0
91,hair,0.01,proposed,hamming_distance,0.0833333333333333,1
92,hair,0.01,proposed,hamming_distance,0.0833333333333333,2
93,hair,0.01,proposed,hamming_distance,0.0833333333333333,3
94,hair,0.01,proposed,hamming_distance,0.0,4
95,hair,0.01,proposed,hamming_distance,0.1666666666666666,5
96,hair,0.01,proposed,hamming_distance,0.0833333333333333,6
97,hair,0.01,proposed,hamming_distance,0.0833333333333333,7
98,hair,0.01,proposed,hamming_distance,0.0,8
99,hair,0.05,proposed,hamming_distance,0.0833333333333333,0
100,hair,0.05,proposed,hamming_distance,0.1666666666666666,1
101,hair,0.05,proposed,hamming_distance,0.0833333333333333,2
102,hair,0.1,proposed,hamming_distance,0.0833333333333333,0
103,hair,0.01,proposed,hamming_distance,0.0,9
104,hair,0.05,proposed,hamming_distance,0.1666666666666666,3
105,hair,0.05,proposed,hamming_distance,0.1666666666666666,4
106,hair,0.05,proposed,hamming_distance,0.0,5
107,hair,0.05,proposed,hamming_distance,0.25,6
108,hair,0.1,proposed,hamming_distance,0.0833333333333333,1
109,hair,0.1,proposed,hamming_distance,0.0833333333333333,2
110,hair,0.5,proposed,hamming_distance,0.25,0
111,hair,0.1,proposed,hamming_distance,0.0833333333333333,3
112,hair,0.05,proposed,hamming_distance,0.1666666666666666,7
113,hair,0.1,proposed,hamming_distance,0.0833333333333333,4
114,hair,0.1,proposed,hamming_distance,0.1666666666666666,5
115,hair,0.1,proposed,hamming_distance,0.0833333333333333,6
116,hair,0.5,proposed,hamming_distance,0.0833333333333333,1
117,hair,0.05,proposed,hamming_distance,0.1666666666666666,8
118,hair,0.1,proposed,hamming_distance,0.1666666666666666,7
119,hair,0.1,proposed,hamming_distance,0.0833333333333333,8
120,hair,0.1,proposed,hamming_distance,0.1666666666666666,9
121,hair,0.5,proposed,hamming_distance,0.0833333333333333,2
122,hair,0.5,proposed,hamming_distance,0.25,3
123,hair,0.05,proposed,hamming_distance,0.0833333333333333,9
124,hair,0.5,proposed,hamming_distance,0.1666666666666666,4
125,hair,0.5,proposed,hamming_distance,0.0833333333333333,5
126,hair,0.5,proposed,hamming_distance,0.0833333333333333,6
127,hair,0.5,proposed,hamming_distance,0.1666666666666666,7
128,hair,1.0,proposed,hamming_distance,0.25,0
129,hair,1.0,proposed,hamming_distance,0.25,1
130,hair,0.5,proposed,hamming_distance,0.1666666666666666,8
131,hair,5.0,proposed,hamming_distance,0.8333333333333334,0
132,hair,1.0,proposed,hamming_distance,0.25,2
133,hair,1.0,proposed,hamming_distance,0.25,3
134,hair,1.0,proposed,hamming_distance,0.25,4
135,hair,0.5,proposed,hamming_distance,0.1666666666666666,9
136,hair,5.0,proposed,hamming_distance,0.8333333333333334,1
137,hair,1.0,proposed,hamming_distance,0.25,5
138,hair,5.0,proposed,hamming_distance,0.8333333333333334,2
139,hair,5.0,proposed,hamming_distance,0.8333333333333334,3
140,hair,1.0,proposed,hamming_distance,0.25,6
141,hair,5.0,proposed,hamming_distance,0.8333333333333334,4
142,hair,1.0,proposed,hamming_distance,0.25,7
143,hair,5.0,proposed,hamming_distance,0.8333333333333334,5
144,hair,5.0,proposed,hamming_distance,0.8333333333333334,6
145,hair,10.0,proposed,hamming_distance,0.8333333333333334,0
146,hair,10.0,proposed,hamming_distance,0.8333333333333334,1
147,hair,10.0,proposed,hamming_distance,0.8333333333333334,2
148,hair,10.0,proposed,hamming_distance,0.8333333333333334,3
149,hair,1.0,proposed,hamming_distance,0.25,8
150,hair,10.0,proposed,hamming_distance,0.8333333333333334,4
151,hair,5.0,proposed,hamming_distance,0.8333333333333334,7
152,hair,5.0,proposed,hamming_distance,0.8333333333333334,8
153,hair,5.0,proposed,hamming_distance,0.8333333333333334,9
154,hair,1.0,proposed,hamming_distance,0.25,9
155,hair,10.0,proposed,hamming_distance,0.8333333333333334,5
156,hair,50.0,proposed,hamming_distance,0.8333333333333334,0
157,hair,50.0,proposed,hamming_distance,0.8333333333333334,1
158,hair,50.0,proposed,hamming_distance,0.8333333333333334,2
159,hair,10.0,proposed,hamming_distance,0.8333333333333334,6
160,hair,50.0,proposed,hamming_distance,0.8333333333333334,3
161,hair,10.0,proposed,hamming_distance,0.8333333333333334,7
162,hair,50.0,proposed,hamming_distance,0.8333333333333334,4
163,hair,10.0,proposed,hamming_distance,0.8333333333333334,8
164,hair,100.0,proposed,hamming_distance,0.8333333333333334,0
165,hair,50.0,proposed,hamming_distance,0.8333333333333334,5
166,hair,100.0,proposed,hamming_distance,0.8333333333333334,1
167,hair,10.0,proposed,hamming_distance,0.8333333333333334,9
168,hair,100.0,proposed,hamming_distance,0.8333333333333334,2
169,hair,100.0,proposed,hamming_distance,0.8333333333333334,3
170,hair,50.0,proposed,hamming_distance,0.8333333333333334,6
171,hair,50.0,proposed,hamming_distance,0.8333333333333334,7
172,hair,50.0,proposed,hamming_distance,0.8333333333333334,8
173,hair,100.0,proposed,hamming_distance,0.8333333333333334,4
174,hair,100.0,proposed,hamming_distance,0.8333333333333334,5
175,hair,100.0,proposed,hamming_distance,0.8333333333333334,6
176,hair,100.0,proposed,hamming_distance,0.8333333333333334,7
177,hair,50.0,proposed,hamming_distance,0.8333333333333334,9
178,hair,100.0,proposed,hamming_distance,0.8333333333333334,8
179,hair,100.0,proposed,hamming_distance,0.8333333333333334,9
180,hair,0.01,ldp,xgboost,0.0,0
181,hair,0.01,ldp,xgboost,0.0,1
182,hair,0.01,ldp,xgboost,0.0,2
183,hair,0.01,ldp,xgboost,0.0,3
184,hair,0.01,ldp,xgboost,0.0,4
185,hair,0.01,ldp,xgboost,0.0,5
186,hair,0.01,ldp,xgboost,0.0,6
187,hair,0.01,ldp,xgboost,0.0,7
188,hair,0.01,ldp,xgboost,0.0,8
189,hair,0.05,ldp,xgboost,0.0,0
190,hair,0.05,ldp,xgboost,0.0,1
191,hair,0.05,ldp,xgboost,0.0,2
192,hair,0.01,ldp,xgboost,0.0,9
193,hair,0.05,ldp,xgboost,0.0,3
194,hair,0.05,ldp,xgboost,0.0,4
195,hair,0.05,ldp,xgboost,0.0,5
196,hair,0.05,ldp,xgboost,0.0,6
197,hair,0.05,ldp,xgboost,0.0,7
198,hair,0.1,ldp,xgboost,0.0,0
199,hair,0.1,ldp,xgboost,0.0,1
200,hair,0.05,ldp,xgboost,0.0,8
201,hair,0.1,ldp,xgboost,0.0,2
202,hair,0.05,ldp,xgboost,0.0,9
203,hair,0.1,ldp,xgboost,0.0,3
204,hair,0.1,ldp,xgboost,0.0,4
205,hair,0.1,ldp,xgboost,0.0,5
206,hair,0.1,ldp,xgboost,0.0,6
207,hair,0.1,ldp,xgboost,0.0,7
208,hair,0.1,ldp,xgboost,0.0,8
209,hair,0.1,ldp,xgboost,0.0,9
210,hair,0.5,ldp,xgboost,0.0,0
211,hair,0.5,ldp,xgboost,0.0,1
212,hair,0.5,ldp,xgboost,0.0,2
213,hair,0.5,ldp,xgboost,0.0,3
214,hair,0.5,ldp,xgboost,0.0,4
215,hair,0.5,ldp,xgboost,0.0,5
216,hair,0.5,ldp,xgboost,0.0,6
217,hair,0.5,ldp,xgboost,0.0,7
218,hair,0.5,ldp,xgboost,0.0,8
219,hair,0.5,ldp,xgboost,0.0,9
220,hair,1.0,ldp,xgboost,0.0,0
221,hair,1.0,ldp,xgboost,0.0,1
222,hair,1.0,ldp,xgboost,0.0,2
223,hair,1.0,ldp,xgboost,0.0,3
224,hair,1.0,ldp,xgboost,0.0,4
225,hair,1.0,ldp,xgboost,0.0,5
226,hair,1.0,ldp,xgboost,0.0,6
227,hair,1.0,ldp,xgboost,0.0,7
228,hair,1.0,ldp,xgboost,0.0,8
229,hair,1.0,ldp,xgboost,0.0,9
230,hair,5.0,ldp,xgboost,0.9166666666666666,0
231,hair,5.0,ldp,xgboost,0.8333333333333334,1
232,hair,5.0,ldp,xgboost,0.9166666666666666,2
233,hair,5.0,ldp,xgboost,0.8333333333333334,3
234,hair,5.0,ldp,xgboost,0.9166666666666666,4
235,hair,5.0,ldp,xgboost,0.8333333333333334,5
236,hair,5.0,ldp,xgboost,0.9166666666666666,6
237,hair,5.0,ldp,xgboost,0.8333333333333334,7
238,hair,5.0,ldp,xgboost,0.9166666666666666,8
239,hair,10.0,ldp,xgboost,0.9166666666666666,0
240,hair,5.0,ldp,xgboost,0.8333333333333334,9
241,hair,10.0,ldp,xgboost,0.9166666666666666,1
242,hair,10.0,ldp,xgboost,0.9166666666666666,2
243,hair,10.0,ldp,xgboost,0.9166666666666666,3
244,hair,10.0,ldp,xgboost,0.9166666666666666,4
245,hair,10.0,ldp,xgboost,0.9166666666666666,5
246,hair,10.0,ldp,xgboost,0.9166666666666666,6
247,hair,10.0,ldp,xgboost,0.9166666666666666,7
248,hair,10.0,ldp,xgboost,0.9166666666666666,8
249,hair,10.0,ldp,xgboost,0.9166666666666666,9
250,hair,50.0,ldp,xgboost,0.9166666666666666,0
251,hair,50.0,ldp,xgboost,0.9166666666666666,1
252,hair,50.0,ldp,xgboost,0.9166666666666666,2
253,hair,50.0,ldp,xgboost,0.9166666666666666,3
254,hair,50.0,ldp,xgboost,0.9166666666666666,4
255,hair,50.0,ldp,xgboost,0.9166666666666666,5
256,hair,0.01,proposed,xgboost,0.5,0
257,hair,50.0,ldp,xgboost,0.9166666666666666,6
258,hair,0.01,proposed,xgboost,0.5,1
259,hair,0.01,proposed,xgboost,0.4166666666666667,2
260,hair,50.0,ldp,xgboost,0.9166666666666666,7
261,hair,50.0,ldp,xgboost,0.9166666666666666,8
262,hair,0.01,proposed,xgboost,0.5833333333333334,3
263,hair,50.0,ldp,xgboost,0.9166666666666666,9
264,hair,0.01,proposed,xgboost,0.5,4
265,hair,100.0,ldp,xgboost,0.9166666666666666,0
266,hair,100.0,ldp,xgboost,0.9166666666666666,1
267,hair,0.01,proposed,xgboost,0.6666666666666666,5
268,hair,100.0,ldp,xgboost,0.9166666666666666,2
269,hair,100.0,ldp,xgboost,0.9166666666666666,3
270,hair,100.0,ldp,xgboost,0.9166666666666666,4
271,hair,100.0,ldp,xgboost,0.9166666666666666,5
272,hair,100.0,ldp,xgboost,0.9166666666666666,6
273,hair,100.0,ldp,xgboost,0.9166666666666666,7
274,hair,100.0,ldp,xgboost,0.9166666666666666,8
275,hair,100.0,ldp,xgboost,0.9166666666666666,9
276,hair,0.01,proposed,xgboost,0.5833333333333334,6
277,hair,0.01,proposed,xgboost,0.3333333333333333,7
278,hair,0.01,proposed,xgboost,0.3333333333333333,8
279,hair,0.01,proposed,xgboost,0.5,9
280,hair,0.05,proposed,xgboost,0.5,0
281,hair,0.05,proposed,xgboost,0.5833333333333334,1
282,hair,0.05,proposed,xgboost,0.4166666666666667,2
283,hair,0.05,proposed,xgboost,0.5,3
284,hair,0.05,proposed,xgboost,0.3333333333333333,4
285,hair,0.05,proposed,xgboost,0.5,5
286,hair,0.05,proposed,xgboost,0.4166666666666667,6
287,hair,0.05,proposed,xgboost,0.5833333333333334,7
288,hair,0.05,proposed,xgboost,0.5,8
289,hair,0.05,proposed,xgboost,0.6666666666666666,9
290,hair,0.1,proposed,xgboost,0.5,0
291,hair,0.1,proposed,xgboost,0.5833333333333334,1
292,hair,0.1,proposed,xgboost,0.6666666666666666,2
293,hair,0.1,proposed,xgboost,0.5,3
294,hair,0.1,proposed,xgboost,0.5,4
295,hair,0.1,proposed,xgboost,0.5833333333333334,5
296,hair,0.1,proposed,xgboost,0.5833333333333334,6
297,hair,0.1,proposed,xgboost,0.4166666666666667,7
298,hair,0.1,proposed,xgboost,0.5833333333333334,8
299,hair,0.1,proposed,xgboost,0.5,9
300,hair,0.5,proposed,xgboost,0.5833333333333334,0
301,hair,0.5,proposed,xgboost,0.6666666666666666,1
302,hair,0.5,proposed,xgboost,0.5833333333333334,2
303,hair,0.5,proposed,xgboost,0.5,3
304,hair,0.5,proposed,xgboost,0.5,4
305,hair,0.5,proposed,xgboost,0.4166666666666667,5
306,hair,0.5,proposed,xgboost,0.5833333333333334,6
307,hair,0.5,proposed,xgboost,0.4166666666666667,7
308,hair,1.0,proposed,xgboost,0.4166666666666667,0
309,hair,1.0,proposed,xgboost,0.5833333333333334,1
310,hair,1.0,proposed,xgboost,0.5,2
311,hair,0.5,proposed,xgboost,0.5833333333333334,8
312,hair,1.0,proposed,xgboost,0.4166666666666667,3
313,hair,1.0,proposed,xgboost,0.6666666666666666,4
314,hair,1.0,proposed,xgboost,0.5,5
315,hair,1.0,proposed,xgboost,0.5,6
316,hair,0.5,proposed,xgboost,0.5,9
317,hair,1.0,proposed,xgboost,0.4166666666666667,7
318,hair,1.0,proposed,xgboost,0.5,8
319,hair,1.0,proposed,xgboost,0.6666666666666666,9
320,hair,5.0,proposed,xgboost,0.6666666666666666,0
321,hair,5.0,proposed,xgboost,0.6666666666666666,1
322,hair,5.0,proposed,xgboost,0.6666666666666666,2
323,hair,5.0,proposed,xgboost,0.5833333333333334,3
324,hair,5.0,proposed,xgboost,0.5833333333333334,4
325,hair,5.0,proposed,xgboost,0.75,5
326,hair,5.0,proposed,xgboost,0.6666666666666666,6
327,hair,5.0,proposed,xgboost,0.5833333333333334,7
328,hair,5.0,proposed,xgboost,0.4166666666666667,8
329,hair,5.0,proposed,xgboost,0.6666666666666666,9
330,hair,10.0,proposed,xgboost,0.75,0
331,hair,10.0,proposed,xgboost,0.6666666666666666,1
332,hair,10.0,proposed,xgboost,0.75,2
333,hair,10.0,proposed,xgboost,0.75,3
334,hair,10.0,proposed,xgboost,0.8333333333333334,4
335,hair,10.0,proposed,xgboost,0.5833333333333334,5
336,hair,10.0,proposed,xgboost,0.6666666666666666,6
337,hair,50.0,proposed,xgboost,0.8333333333333334,0
338,hair,10.0,proposed,xgboost,0.75,7
339,hair,10.0,proposed,xgboost,0.5833333333333334,8
340,hair,50.0,proposed,xgboost,0.6666666666666666,1
341,hair,0.01,ldp,decision_tree,0.0,0
342,hair,10.0,proposed,xgboost,0.6666666666666666,9
343,hair,0.01,ldp,decision_tree,0.1666666666666666,1
344,hair,0.01,ldp,decision_tree,0.0833333333333333,2
345,hair,50.0,proposed,xgboost,0.8333333333333334,2
346,hair,0.01,ldp,decision_tree,0.1666666666666666,3
347,hair,0.01,ldp,decision_tree,0.0833333333333333,4
348,hair,0.01,ldp,decision_tree,0.0,5
349,hair,0.01,ldp,decision_tree,0.0,6
350,hair,0.01,ldp,decision_tree,0.0,7
351,hair,0.01,ldp,decision_tree,0.0,8
352,hair,0.01,ldp,decision_tree,0.0,9
353,hair,50.0,proposed,xgboost,0.8333333333333334,3
354,hair,50.0,proposed,xgboost,0.75,4
355,hair,0.05,ldp,decision_tree,0.25,0
356,hair,0.05,ldp,decision_tree,0.0,1
357,hair,0.05,ldp,decision_tree,0.0,2
358,hair,0.05,ldp,decision_tree,0.0,3
359,hair,0.05,ldp,decision_tree,0.0833333333333333,4
360,hair,0.05,ldp,decision_tree,0.0833333333333333,5
361,hair,50.0,proposed,xgboost,0.8333333333333334,5
362,hair,0.05,ldp,decision_tree,0.1666666666666666,6
363,hair,0.05,ldp,decision_tree,0.0833333333333333,7
364,hair,0.1,ldp,decision_tree,0.0,0
365,hair,0.05,ldp,decision_tree,0.0,8
366,hair,0.1,ldp,decision_tree,0.0,1
367,hair,0.1,ldp,decision_tree,0.0833333333333333,2
368,hair,0.1,ldp,decision_tree,0.0,3
369,hair,0.05,ldp,decision_tree,0.0833333333333333,9
370,hair,50.0,proposed,xgboost,0.5833333333333334,6
371,hair,0.1,ldp,decision_tree,0.0,4
372,hair,0.1,ldp,decision_tree,0.0,5
373,hair,0.1,ldp,decision_tree,0.1666666666666666,6
374,hair,0.1,ldp,decision_tree,0.0833333333333333,7
375,hair,0.1,ldp,decision_tree,0.0833333333333333,8
376,hair,0.1,ldp,decision_tree,0.0,9
377,hair,0.5,ldp,decision_tree,0.0,0
378,hair,0.5,ldp,decision_tree,0.0,1
379,hair,0.5,ldp,decision_tree,0.0,2
380,hair,0.5,ldp,decision_tree,0.0833333333333333,3
381,hair,0.5,ldp,decision_tree,0.0,4
382,hair,0.5,ldp,decision_tree,0.0833333333333333,5
383,hair,0.5,ldp,decision_tree,0.0,6
384,hair,0.5,ldp,decision_tree,0.0833333333333333,7
385,hair,0.5,ldp,decision_tree,0.0833333333333333,8
386,hair,1.0,ldp,decision_tree,0.0833333333333333,0
387,hair,0.5,ldp,decision_tree,0.0,9
388,hair,1.0,ldp,decision_tree,0.1666666666666666,1
389,hair,1.0,ldp,decision_tree,0.25,2
390,hair,1.0,ldp,decision_tree,0.0833333333333333,3
391,hair,1.0,ldp,decision_tree,0.0,4
392,hair,1.0,ldp,decision_tree,0.0,5
393,hair,1.0,ldp,decision_tree,0.1666666666666666,6
394,hair,1.0,ldp,decision_tree,0.0,7
395,hair,50.0,proposed,xgboost,0.6666666666666666,7
396,hair,1.0,ldp,decision_tree,0.0833333333333333,8
397,hair,1.0,ldp,decision_tree,0.0833333333333333,9
398,hair,5.0,ldp,decision_tree,0.8333333333333334,0
399,hair,5.0,ldp,decision_tree,0.75,1
400,hair,5.0,ldp,decision_tree,0.8333333333333334,2
401,hair,5.0,ldp,decision_tree,0.6666666666666666,3
402,hair,5.0,ldp,decision_tree,1.0,4
403,hair,5.0,ldp,decision_tree,0.75,5
404,hair,5.0,ldp,decision_tree,0.8333333333333334,6
405,hair,5.0,ldp,decision_tree,0.8333333333333334,7
406,hair,5.0,ldp,decision_tree,0.9166666666666666,8
407,hair,5.0,ldp,decision_tree,0.75,9
408,hair,10.0,ldp,decision_tree,0.9166666666666666,0
409,hair,10.0,ldp,decision_tree,0.9166666666666666,1
410,hair,10.0,ldp,decision_tree,0.9166666666666666,2
411,hair,10.0,ldp,decision_tree,0.9166666666666666,3
412,hair,10.0,ldp,decision_tree,0.9166666666666666,4
413,hair,10.0,ldp,decision_tree,0.9166666666666666,5
414,hair,10.0,ldp,decision_tree,0.9166666666666666,6
415,hair,10.0,ldp,decision_tree,0.9166666666666666,7
416,hair,10.0,ldp,decision_tree,0.9166666666666666,8
417,hair,10.0,ldp,decision_tree,0.9166666666666666,9
418,hair,50.0,ldp,decision_tree,0.9166666666666666,0
419,hair,50.0,ldp,decision_tree,0.9166666666666666,1
420,hair,50.0,ldp,decision_tree,0.9166666666666666,2
421,hair,50.0,ldp,decision_tree,0.9166666666666666,3
422,hair,50.0,ldp,decision_tree,0.9166666666666666,4
423,hair,50.0,ldp,decision_tree,0.9166666666666666,5
424,hair,50.0,ldp,decision_tree,0.9166666666666666,6
425,hair,50.0,ldp,decision_tree,0.9166666666666666,7
426,hair,50.0,ldp,decision_tree,0.9166666666666666,8
427,hair,50.0,ldp,decision_tree,0.9166666666666666,9
428,hair,100.0,ldp,decision_tree,0.9166666666666666,0
429,hair,100.0,ldp,decision_tree,0.9166666666666666,1
430,hair,100.0,ldp,decision_tree,0.9166666666666666,2
431,hair,100.0,ldp,decision_tree,0.9166666666666666,3
432,hair,100.0,ldp,decision_tree,0.9166666666666666,4
433,hair,100.0,ldp,decision_tree,0.9166666666666666,5
434,hair,100.0,ldp,decision_tree,0.9166666666666666,6
435,hair,100.0,ldp,decision_tree,0.9166666666666666,7
436,hair,100.0,ldp,decision_tree,0.9166666666666666,8
437,hair,0.01,proposed,decision_tree,0.25,0
438,hair,0.01,proposed,decision_tree,0.6666666666666666,1
439,hair,100.0,ldp,decision_tree,0.9166666666666666,9
440,hair,0.01,proposed,decision_tree,0.5,2
441,hair,0.01,proposed,decision_tree,0.75,3
442,hair,0.01,proposed,decision_tree,0.4166666666666667,4
443,hair,0.01,proposed,decision_tree,0.5,5
444,hair,0.01,proposed,decision_tree,0.4166666666666667,6
445,hair,0.01,proposed,decision_tree,0.4166666666666667,7
446,hair,0.01,proposed,decision_tree,0.3333333333333333,8
447,hair,0.01,proposed,decision_tree,0.25,9
448,hair,0.05,proposed,decision_tree,0.25,0
449,hair,0.05,proposed,decision_tree,0.1666666666666666,1
450,hair,0.05,proposed,decision_tree,0.3333333333333333,2
451,hair,0.05,proposed,decision_tree,0.4166666666666667,3
452,hair,0.05,proposed,decision_tree,0.25,4
453,hair,0.05,proposed,decision_tree,0.3333333333333333,5
454,hair,0.05,proposed,decision_tree,0.5,6
455,hair,0.05,proposed,decision_tree,0.5833333333333334,7
456,hair,0.05,proposed,decision_tree,0.5,8
457,hair,0.1,proposed,decision_tree,0.5833333333333334,0
458,hair,0.1,proposed,decision_tree,0.4166666666666667,1
459,hair,0.05,proposed,decision_tree,0.4166666666666667,9
460,hair,0.1,proposed,decision_tree,0.5833333333333334,2
461,hair,0.1,proposed,decision_tree,0.4166666666666667,3
462,hair,0.1,proposed,decision_tree,0.5,4
463,hair,0.1,proposed,decision_tree,0.5,5
464,hair,0.1,proposed,decision_tree,0.4166666666666667,6
465,hair,0.1,proposed,decision_tree,0.4166666666666667,7
466,hair,0.1,proposed,decision_tree,0.5,8
467,hair,0.1,proposed,decision_tree,0.5,9
468,hair,0.5,proposed,decision_tree,0.1666666666666666,0
469,hair,0.5,proposed,decision_tree,0.3333333333333333,1
470,hair,0.5,proposed,decision_tree,0.5,2
471,hair,0.5,proposed,decision_tree,0.5833333333333334,3
472,hair,0.5,proposed,decision_tree,0.5,4
473,hair,0.5,proposed,decision_tree,0.1666666666666666,5
474,hair,0.5,proposed,decision_tree,0.4166666666666667,6
475,hair,0.5,proposed,decision_tree,0.3333333333333333,7
476,hair,0.5,proposed,decision_tree,0.4166666666666667,8
477,hair,0.5,proposed,decision_tree,0.3333333333333333,9
478,hair,1.0,proposed,decision_tree,0.4166666666666667,0
479,hair,1.0,proposed,decision_tree,0.5,1
480,hair,1.0,proposed,decision_tree,0.5,2
481,hair,1.0,proposed,decision_tree,0.3333333333333333,3
482,hair,1.0,proposed,decision_tree,0.3333333333333333,4
483,hair,1.0,proposed,decision_tree,0.5,5
484,hair,1.0,proposed,decision_tree,0.5833333333333334,6
485,hair,1.0,proposed,decision_tree,0.5833333333333334,7
486,hair,1.0,proposed,decision_tree,0.3333333333333333,8
